Ref Frequency,Temp,
21699945.84,56.5,0.087
21699945.95,57.25,0.092
21699945.93,57.75,0.092
21699946.05,58.5,0.097
21699946.01,59,0.095
21699945.97,59.5,0.093
21699946.03,60,0.096
21699945.95,60.5,0.093
21699945.98,61,0.094
21699945.88,61.5,0.089
21699945.86,62,0.088
21699945.7,62.75,0.081
21699945.65,63.25,0.079
21699945.62,63.5,0.077
21699945.68,64,0.08
21699945.66,64.5,0.079
21699945.59,65,0.076
21699945.7,65.5,0.081
21699945.61,66,0.077
21699945.71,66.75,0.082
21699945.68,66.75,0.08
21699945.64,67.25,0.078
21699945.7,67.5,0.081
21699945.73,68,0.082
21699945.74,68.5,0.083
21699945.87,69,0.089
21699945.77,69.25,0.084
21699945.84,69.75,0.087
21699945.86,69.75,0.088
21699945.88,70.25,0.089
21699945.77,70.5,0.084
21699945.78,71,0.084
21699945.74,71.25,0.083
21699945.67,71.5,0.08
21699945.63,72,0.078
21699945.72,72.25,0.082
21699945.64,72.5,0.078
21699945.58,72.75,0.075
21699945.53,73,0.073
21699945.52,73.25,0.072
21699945.43,73.5,0.069
21699945.44,73.75,0.069
21699945.34,74,0.065
21699945.46,74.25,0.07
21699945.43,74.5,0.068
21699945.49,74.5,0.071
21699945.43,75,0.069
21699945.49,75,0.071
21699945.47,75.25,0.07
21699945.43,75.5,0.069
21699945.56,75.75,0.075
21699945.61,75.75,0.077
21699945.63,75.75,0.078
21699945.66,76.25,0.079
21699945.65,76.25,0.079
21699945.56,76.25,0.075
21699945.73,76.5,0.082
21699945.76,76.75,0.084
21699945.69,76.75,0.08
21699945.6,77,0.076
21699945.63,77,0.078
21699945.59,77.25,0.076
21699945.64,77.25,0.078
21699945.67,77.5,0.08
21699945.58,77.5,0.076
21699945.6,77.75,0.076
21699945.53,77.75,0.073
21699945.52,78,0.072
21699945.39,78,0.067
21699945.12,78.25,0.054
21699945.18,78,0.057
21699945.17,78.25,0.056
21699945.02,78.25,0.05
21699945.07,78.5,0.052
21699944.96,78.5,0.047
21699944.9,78.5,0.044
21699944.86,78.75,0.042
21699944.77,78.75,0.038
21699944.69,78.75,0.035
21699944.66,78.75,0.033
21699944.64,79,0.032
21699944.65,79.25,0.032
21699944.49,79,0.025
21699944.35,79,0.019
21699944.31,79.25,0.017
21699944.24,79.25,0.014
21699944.18,79.25,0.011
21699944.12,79.5,0.008
21699943.98,79.5,0.002
21699943.94,79.5,0
21699944.04,79.5,0.004
21699944.02,79.5,0.004
21699943.93,79.75,-0.001
21699943.72,79.75,-0.01
21699943.78,79.75,-0.007
21699943.69,79.75,-0.012
21699943.53,79.75,-0.019
21699943.58,80,-0.017
21699943.5,80,-0.021
21699943.5,80,-0.021
21699943.33,80,-0.028
21699943.25,80,-0.032
21699943.18,80,-0.035
21699943.07,80.25,-0.04
21699943.11,80.25,-0.039
21699943.09,80.25,-0.039
21699943.03,80.25,-0.042
21699942.99,80.25,-0.044
21699942.91,80.25,-0.047
21699942.99,80.25,-0.044
21699942.96,80.5,-0.046
21699942.82,80.5,-0.052
21699942.76,80.5,-0.055
21699942.69,80.5,-0.058
21699942.75,80.5,-0.055
21699942.56,80.5,-0.064
21699942.7,80.5,-0.057
21699942.61,80.5,-0.061
21699942.54,80.5,-0.065
21699942.55,80.5,-0.064
21699942.41,80.5,-0.071
21699942.4,80.75,-0.071
21699942.32,80.75,-0.075
21699942.42,80.75,-0.07
21699942.56,80.75,-0.064
21699942.64,80.75,-0.06
21699942.61,80.75,-0.061
21699942.65,80.5,-0.06
21699942.75,80.75,-0.055
21699942.81,80.75,-0.052
21699942.82,80.5,-0.052
21699942.86,80.75,-0.05
21699942.87,80.75,-0.05
21699943.01,80.75,-0.043
21699943.14,81,-0.037
21699943.12,81,-0.038
21699943.13,81,-0.038
21699943.06,81,-0.041
21699943.02,81,-0.042
21699942.91,80.75,-0.048
21699942.98,80.75,-0.044
21699942.98,81,-0.044
21699942.81,81,-0.052
21699942.79,81,-0.053
21699942.89,80.75,-0.049
21699942.85,81,-0.05
21699942.71,80.75,-0.057
21699942.77,80.75,-0.054
21699942.72,80.75,-0.056
21699942.76,80.75,-0.055
21699942.71,80.75,-0.057
21699942.72,81,-0.056
21699942.69,81,-0.058
21699942.72,81,-0.056
21699942.63,81,-0.06
21699942.61,81,-0.061
21699942.6,80.75,-0.062
21699942.51,81,-0.066
21699942.43,81,-0.07
21699942.43,81,-0.07
21699942.46,81.25,-0.069
21699942.33,81,-0.074
21699942.43,81,-0.07
21699942.47,81,-0.068
21699942.57,81,-0.063
21699942.55,81,-0.064
21699942.65,81,-0.059
21699942.64,81,-0.06
21699942.73,81,-0.056
21699942.8,81,-0.052
21699942.83,81,-0.052
21699942.84,81,-0.051
21699942.74,81,-0.056
21699942.88,81,-0.049
21699942.79,81,-0.053
21699942.82,81,-0.052
21699942.91,81,-0.048
21699942.82,81.25,-0.052
21699942.82,81,-0.052
21699942.72,81,-0.057
21699942.61,81.25,-0.062
21699942.39,81,-0.072
21699942.49,81.25,-0.067
21699942.35,81,-0.073
21699942.41,81.25,-0.07
21699942.42,81.25,-0.07
21699942.38,81.25,-0.072
21699942.39,81.25,-0.071
21699942.4,81.25,-0.071
21699942.47,81.25,-0.068
21699942.39,81.25,-0.071
21699942.41,81.25,-0.07
21699942.36,81.25,-0.073
21699942.31,81.25,-0.075
21699942.33,81.25,-0.074
21699942.31,81.25,-0.075
21699942.29,81.25,-0.076
21699942.22,81.25,-0.079
21699942.27,81.25,-0.077
21699942.16,81.25,-0.082
21699942.23,81.25,-0.079
21699942.08,81.25,-0.086
21699941.93,81.25,-0.093
21699941.99,81.25,-0.09
21699941.85,81.25,-0.096
21699941.89,81.25,-0.095
21699941.83,81.25,-0.097
21699941.77,81.25,-0.1
21699941.82,81.25,-0.098
21699941.79,81.25,-0.099
21699941.83,81.25,-0.097
21699941.84,81.25,-0.097
21699941.85,81.25,-0.097
21699941.79,81.25,-0.099
21699941.78,81.25,-0.1
21699941.64,81.25,-0.106
21699941.59,81.25,-0.108
21699941.73,81.25,-0.102
21699941.66,81.25,-0.105
21699941.65,81.25,-0.106
21699941.63,81.25,-0.106
21699941.56,81.25,-0.11
21699941.65,81.5,-0.106
21699941.43,81.5,-0.116
21699941.41,81.25,-0.117
21699941.41,81.5,-0.117
21699941.42,81.5,-0.116
21699941.38,81.5,-0.118
21699941.39,81.25,-0.117
21699941.38,81.5,-0.118
21699941.36,81.5,-0.119
21699941.36,81.5,-0.119
21699941.36,81.5,-0.119
21699941.32,81.5,-0.121
21699941.38,81.5,-0.118
21699941.33,81.5,-0.12
21699941.13,81.5,-0.13
21699941.23,81.5,-0.125
21699941.1,81.5,-0.131
21699941.09,81.75,-0.132
21699941.03,81.75,-0.134
21699941,81.75,-0.136
21699940.85,82,-0.142
21699940.75,82,-0.147
21699940.75,82.25,-0.147
21699940.63,82.25,-0.153
21699940.46,82.5,-0.16
21699940.42,82.5,-0.162
21699940.35,82.75,-0.165
21699940.13,82.75,-0.176
21699940.05,83,-0.18
21699939.95,83,-0.184
21699939.74,83.25,-0.194
21699939.58,83.25,-0.201
21699939.5,83.5,-0.205
21699939.4,83.5,-0.209
21699939.25,83.5,-0.216
21699939.19,83.75,-0.219
21699939,84,-0.228
21699938.91,83.75,-0.232
21699938.85,83.75,-0.235
21699938.87,84,-0.234
21699938.76,84,-0.239
21699938.86,84,-0.234
21699938.82,84.25,-0.236
21699938.75,84.25,-0.239
21699938.75,84.25,-0.239
21699938.53,84.5,-0.25
21699938.51,84.5,-0.25
21699938.48,84.5,-0.252
21699938.46,84.75,-0.253
21699938.48,84.75,-0.252
21699938.49,84.75,-0.251
21699938.36,84.75,-0.258
21699938.41,85,-0.255
21699938.3,85,-0.26
21699938.27,85,-0.262
21699938.28,85,-0.261
21699938.25,85,-0.262
21699938.36,85,-0.258
21699938.4,85,-0.256
21699938.48,85,-0.252
21699938.59,84.75,-0.247
21699938.78,84.75,-0.238
21699938.95,84.5,-0.23
21699939.2,84.25,-0.219
21699939.34,84,-0.212
21699939.58,83.75,-0.201
21699939.93,83.75,-0.185
21699940.21,83.25,-0.172
21699940.64,82.75,-0.152
21699941.04,82.5,-0.134
21699941.41,81.75,-0.117
21699941.75,81.5,-0.101
21699942.1,80.75,-0.085
21699942.32,80.5,-0.075
21699942.64,80,-0.06
21699942.77,79.25,-0.054
21699942.95,78.75,-0.046
21699942.94,78,-0.046
21699942.91,77.75,-0.048
21699942.95,77,-0.046
21699942.89,76.25,-0.049
21699942.84,75.5,-0.051
21699942.86,74.75,-0.05
21699942.85,74.5,-0.05
21699942.82,73.5,-0.052
21699942.87,73,-0.05
21699942.88,72,-0.049
21699942.88,71.5,-0.049
21699942.81,70.75,-0.052
21699942.78,70,-0.054
21699942.75,69.25,-0.055
21699942.76,68.5,-0.055
21699942.79,67.75,-0.053
21699942.8,67,-0.053
21699942.61,66.25,-0.061
21699942.64,65.25,-0.06
21699942.6,64.75,-0.062
21699942.66,63.75,-0.059
21699942.66,63,-0.059
21699942.72,62.25,-0.056
21699942.62,61.25,-0.061
21699942.68,60.5,-0.058
21699942.65,59.75,-0.06
21699942.48,59,-0.067
21699942.45,58.25,-0.069
21699942.3,57.25,-0.076
21699942.16,56.25,-0.082
21699941.97,55.75,-0.091
21699941.75,54.75,-0.101
21699941.56,53.75,-0.11
21699941.22,53,-0.125
21699940.97,52.25,-0.137
21699940.72,51.25,-0.148
21699940.39,50.5,-0.164
21699940.06,49.75,-0.179
21699939.74,48.75,-0.194
21699939.43,48,-0.208
21699939.02,47,-0.227
21699938.75,46,-0.24
21699938.3,45.25,-0.26
21699938.06,44.5,-0.271
21699937.8,43.75,-0.283
21699937.65,42.75,-0.29
21699937.41,42,-0.301
21699937.39,41,-0.302
21699937.25,40,-0.308
21699937.07,39,-0.317
21699936.89,38.5,-0.325
21699936.59,37.5,-0.339
21699936.42,36.5,-0.347
21699936.23,35.75,-0.356
21699936.13,35,-0.36
21699936.03,34,-0.365
21699935.92,33,-0.37
21699935.98,32.25,-0.367
21699935.97,31.25,-0.367
21699936,30.25,-0.366
21699936.12,29.25,-0.36
21699936.18,28.75,-0.358
21699936.27,27.75,-0.353
21699936.41,26.75,-0.347
21699936.48,26,-0.344
21699936.67,25,-0.335
21699936.71,24.25,-0.333
21699936.65,23.25,-0.336
21699936.67,22.5,-0.335
21699936.72,21.75,-0.333
21699936.8,20.75,-0.329
21699936.9,19.75,-0.325
21699936.86,19,-0.326
21699936.98,18,-0.321
21699937.14,17.25,-0.314
21699937.18,16.5,-0.312
21699937.23,15.5,-0.309
21699937.44,14.5,-0.3
21699937.63,13.75,-0.291
21699937.75,12.75,-0.286
21699937.88,11.75,-0.279
21699938.07,11,-0.271
21699938.37,10.25,-0.257
21699938.6,9.25,-0.246
21699938.93,8.25,-0.231
21699939.07,7.5,-0.225
21699939.25,6.75,-0.216
21699939.53,5.75,-0.204
21699939.7,4.75,-0.195
21699939.97,3.75,-0.183
21699940.05,3,-0.179
21699940.23,2,-0.171
21699940.28,1.25,-0.169
21699940.31,0.25,-0.168
21699940.28,-0.75,-0.169
21699940.23,-1.5,-0.171
21699940.16,-2.25,-0.174
21699940.11,-3.25,-0.177
21699939.91,-4,-0.186
21699939.77,-4.75,-0.193
21699939.76,-5.5,-0.193
21699939.51,-6.25,-0.204
21699939.5,-7,-0.205
21699939.3,-7.5,-0.214
21699939.23,-8.5,-0.217
21699938.99,-9,-0.228
21699938.85,-9.5,-0.235
21699938.81,-10.25,-0.236
21699938.74,-10.75,-0.24
21699938.66,-11.5,-0.243
21699938.64,-11.75,-0.245
21699938.49,-12.25,-0.251
21699938.52,-12.75,-0.25
21699938.37,-13.25,-0.257
21699938.46,-13.75,-0.253
21699938.38,-14.25,-0.256
21699938.34,-14.5,-0.258
21699938.23,-15,-0.263
21699938.15,-15.5,-0.267
21699938.16,-15.75,-0.267
21699938.05,-16,-0.272
21699937.99,-16.5,-0.274
21699938.04,-16.5,-0.272
21699937.95,-16.75,-0.276
21699937.91,-17.25,-0.278
21699937.96,-17.5,-0.276
21699937.92,-17.75,-0.278
21699937.92,-18,-0.278
21699937.82,-18.25,-0.282
21699937.83,-18.5,-0.282
21699937.86,-18.75,-0.28
21699937.8,-19,-0.283
21699937.8,-19.25,-0.283
21699937.73,-19.25,-0.286
21699937.76,-19.5,-0.285
21699937.75,-19.75,-0.286
21699937.78,-20,-0.284
21699937.73,-20,-0.286
21699937.83,-20,-0.282
21699937.8,-20.25,-0.283
21699937.82,-20.25,-0.282
21699937.78,-20.5,-0.284
21699937.74,-20.75,-0.286
21699937.71,-20.75,-0.287
21699937.76,-21,-0.285
21699937.84,-21,-0.281
21699937.82,-21.25,-0.282
21699937.81,-21.25,-0.283
21699937.85,-21.25,-0.281
21699937.79,-21.5,-0.284
21699937.9,-21.75,-0.279
21699937.83,-21.75,-0.282
21699937.85,-21.75,-0.281
21699937.91,-22,-0.278
21699937.86,-22,-0.28
21699937.88,-22,-0.28
21699937.85,-22.25,-0.281
21699937.75,-22.25,-0.286
21699937.88,-22.25,-0.279
21699937.87,-22.5,-0.28
21699937.9,-22.5,-0.279
21699937.88,-22.5,-0.28
21699937.94,-22.75,-0.277
21699937.95,-22.75,-0.276
21699938,-22.75,-0.274
21699937.83,-23,-0.282
21699938.01,-23,-0.273
21699938.03,-23,-0.272
21699937.98,-23,-0.275
21699938.06,-23,-0.271
21699938.09,-23.25,-0.27
21699938.09,-23.25,-0.27
21699938.06,-23.25,-0.271
21699938.15,-23.25,-0.267
21699938.12,-23.5,-0.268
21699938.12,-23.5,-0.268
21699938.21,-23.25,-0.264
21699938.12,-23.5,-0.268
21699938.19,-23.5,-0.265
21699938.19,-23.75,-0.265
21699938.23,-23.75,-0.263
21699938.2,-23.75,-0.265
21699938.27,-23.5,-0.261
21699938.26,-23.75,-0.262
21699938.23,-23.75,-0.263
21699938.22,-23.75,-0.264
21699938.22,-23.75,-0.264
21699938.26,-23.75,-0.262
21699938.24,-23.75,-0.263
21699938.29,-23.75,-0.261
21699938.29,-24,-0.261
21699938.32,-24,-0.259
21699938.28,-24.25,-0.261
21699938.39,-24,-0.256
21699938.36,-24,-0.257
21699938.42,-24,-0.254
21699938.34,-24,-0.258
21699938.37,-24.25,-0.257
21699938.34,-24.25,-0.258
21699938.36,-24.25,-0.258
21699938.33,-24.25,-0.259
21699938.35,-24.25,-0.258
21699938.3,-24.25,-0.26
21699938.38,-24.25,-0.256
21699938.41,-24.25,-0.255
21699938.38,-24.5,-0.256
21699938.48,-24.5,-0.252
21699938.38,-24.5,-0.257
21699938.34,-24.5,-0.258
21699938.36,-24.5,-0.258
21699938.49,-24.5,-0.251
21699938.38,-24.5,-0.256
21699938.53,-24.5,-0.249
21699938.52,-24.5,-0.25
21699938.62,-24.5,-0.245
21699938.65,-24.5,-0.244
21699938.55,-24.75,-0.249
21699938.68,-24.75,-0.243
21699938.85,-24.75,-0.235
21699938.89,-24.75,-0.233
21699938.97,-24.75,-0.229
21699939,-24.75,-0.228
21699939.08,-24.75,-0.224
21699939.13,-24.75,-0.222
21699939.2,-24.75,-0.218
21699939.2,-24.75,-0.218
21699939.18,-25,-0.219
21699939.29,-24.75,-0.215
21699939.27,-25,-0.216
21699939.17,-25,-0.22
21699939.2,-25,-0.218
21699939.2,-25,-0.219
21699939.1,-25,-0.223
21699939.19,-25,-0.219
21699939.2,-25,-0.219
21699939.17,-25,-0.22
21699939.16,-25,-0.22
21699939.14,-25,-0.221
21699939,-25,-0.228
21699939.05,-25,-0.225
21699939.13,-25,-0.222
21699939.1,-25,-0.223
21699939.18,-25.25,-0.22
21699939.04,-25.25,-0.226
21699939.11,-25,-0.223
21699939.01,-25.25,-0.227
21699938.97,-25.25,-0.229
21699939.06,-25.25,-0.225
21699939.07,-25.25,-0.225
21699939.02,-25.25,-0.227
21699939.03,-25.25,-0.227
21699939.05,-25.25,-0.225
21699939.04,-25.25,-0.226
21699939.03,-25.25,-0.226
21699939.01,-25.25,-0.227
21699939.08,-25.25,-0.224
21699939.23,-25.25,-0.217
21699939.23,-25.25,-0.217
21699939.22,-25.25,-0.217
21699939.24,-25.25,-0.217
21699939.23,-25.25,-0.217
21699939.06,-25.25,-0.225
21699939.07,-25.25,-0.225
21699939.14,-25.5,-0.221
21699939.19,-25.5,-0.219
21699939.1,-25.5,-0.223
21699939.11,-25.5,-0.223
21699939.12,-25.5,-0.222
21699939.12,-25.5,-0.222
21699939.09,-25.5,-0.224
21699939.1,-25.5,-0.223
21699939.13,-25.5,-0.222
21699939.11,-25.5,-0.223
21699939.19,-25.5,-0.219
21699939.12,-25.5,-0.222
21699939.09,-25.5,-0.224
21699939.13,-25.5,-0.222
21699939.18,-25.5,-0.22
21699939.09,-25.5,-0.224
21699939.09,-25.5,-0.223
21699939.1,-25.5,-0.223
21699939.08,-25.5,-0.224
21699939.05,-25.5,-0.225
21699939.09,-25.5,-0.224
21699939.02,-25.5,-0.227
21699939.01,-25.5,-0.227
21699939.04,-25.5,-0.226
21699939,-25.5,-0.228
21699939.13,-25.5,-0.222
21699939.08,-25.5,-0.224
21699939.12,-25.5,-0.222
21699939.11,-25.5,-0.223
21699939.18,-25.5,-0.219
21699939.17,-25.5,-0.22
21699939.21,-25.5,-0.218
21699939.06,-25.5,-0.225
21699939.13,-25.75,-0.222
21699939.21,-25.75,-0.218
21699939.13,-25.5,-0.222
21699939.14,-25.75,-0.221
21699939.14,-25.5,-0.222
21699939.03,-25.75,-0.227
21699939.15,-25.75,-0.221
21699939.18,-25.5,-0.219
21699939.15,-25.75,-0.221
21699939.12,-25.75,-0.222
21699939.18,-25.75,-0.22
21699939.22,-25.75,-0.218
21699939.31,-25.75,-0.214
21699939.17,-25.75,-0.22
21699939.26,-25.75,-0.216
21699939.29,-25.75,-0.215
21699939.32,-25.75,-0.213
21699939.3,-25.75,-0.214
21699939.37,-25.75,-0.211
21699939.4,-25.75,-0.209
21699939.45,-25.75,-0.207
21699939.43,-25.75,-0.208
21699939.32,-25.75,-0.213
21699939.35,-25.75,-0.212
21699939.42,-25.75,-0.209
21699939.46,-25.75,-0.207
21699939.48,-25.75,-0.206
21699939.44,-25.75,-0.208
21699939.51,-25.75,-0.204
21699939.59,-25.75,-0.201
21699939.72,-25.75,-0.194
21699939.77,-25.75,-0.192
21699939.57,-25.75,-0.202
21699939.62,-25.75,-0.199
21699939.6,-25.75,-0.2
21699939.5,-25.75,-0.205
21699939.48,-25.75,-0.206
21699939.46,-26,-0.206
21699939.51,-25.75,-0.204
21699939.49,-25.75,-0.205
21699939.47,-25.75,-0.206
21699939.49,-26,-0.205
21699939.42,-26,-0.208
21699939.53,-26,-0.203
21699939.44,-26,-0.207
21699939.6,-26.25,-0.2
21699939.61,-26.25,-0.2
21699939.7,-26.5,-0.196
21699939.74,-26.5,-0.194
21699939.78,-26.5,-0.192
21699940.05,-26.75,-0.18
21699940.03,-26.75,-0.18
21699940.31,-27,-0.168
21699940.5,-27,-0.159
21699940.65,-27,-0.152
21699940.75,-27.25,-0.147
21699940.96,-27.25,-0.137
21699941.14,-27.5,-0.129
21699941.29,-27.5,-0.123
21699941.37,-27.75,-0.119
21699941.52,-27.75,-0.112
21699941.68,-28,-0.105
21699941.87,-28,-0.095
21699941.93,-28.25,-0.093
21699942.1,-28.25,-0.085
21699942.12,-28.5,-0.084
21699942.29,-28.5,-0.076
21699942.47,-28.5,-0.068
21699942.55,-28.75,-0.064
21699942.51,-28.75,-0.066
21699942.71,-28.75,-0.057
21699942.84,-29,-0.051
21699943,-29,-0.044
21699943.02,-29.25,-0.042
21699943.17,-29.25,-0.035
21699943.26,-29.25,-0.032
21699943.33,-29.25,-0.028
21699943.4,-29.25,-0.025
21699943.4,-29.5,-0.025
21699943.56,-29.5,-0.018
21699943.66,-29.5,-0.013
21699943.73,-29.5,-0.01
21699943.8,-29.5,-0.007
21699943.88,-29.75,-0.003
21699943.91,-29.75,-0.001
21699943.9,-29.75,-0.002
21699944,-29.75,0.003
21699944.04,-29.75,0.004
21699944.13,-29.75,0.009
21699944.15,-30,0.009
21699944.23,-30,0.013
21699944.28,-30,0.016
21699944.36,-30,0.019
21699944.31,-30,0.017
21699944.19,-30,0.012
21699944.43,-30,0.022
21699944.46,-30.25,0.024
21699944.52,-30.25,0.027
21699944.58,-30,0.029
21699944.62,-30.25,0.031
21699944.62,-30.25,0.031
21699944.57,-30,0.029
21699944.45,-30,0.023
21699944.22,-30,0.013
21699943.98,-29.75,0.002
21699943.61,-29.5,-0.015
21699943.33,-29.25,-0.028
21699942.85,-29,-0.05
21699942.43,-28.75,-0.07
21699942.09,-28.5,-0.085
21699941.63,-28,-0.107
21699941.29,-27.75,-0.122
21699941,-27.25,-0.135
21699940.74,-26.75,-0.148
21699940.41,-26.25,-0.163
21699940.19,-26,-0.173
21699940,-25.5,-0.182
21699939.84,-25,-0.189
21699939.8,-24.25,-0.191
21699939.82,-23.75,-0.19
21699939.82,-23.25,-0.19
21699939.9,-22.75,-0.186
21699940.01,-22,-0.181
21699940.21,-21.25,-0.172
21699940.38,-20.5,-0.164
21699940.57,-19.75,-0.156
21699940.71,-19.25,-0.149
21699940.88,-18.5,-0.141
21699941.03,-17.75,-0.134
21699941.1,-17,-0.131
21699941.34,-16.25,-0.12
21699941.55,-15.5,-0.11
21699941.68,-14.75,-0.104
21699941.77,-14,-0.1
21699941.97,-13,-0.091
21699942.14,-12.5,-0.083
21699942.13,-11.5,-0.083
21699942.29,-10.75,-0.076
21699942.44,-9.75,-0.069
21699942.68,-8.75,-0.058
21699942.84,-8.25,-0.051
21699942.88,-7.25,-0.049
21699943.18,-6.25,-0.035
21699943.35,-5.5,-0.027
21699943.41,-4.75,-0.025
21699943.6,-3.75,-0.016
21699943.6,-3.75,-0.016
21699943.85,-2,-0.004
21699943.83,-1.5,-0.005
21699943.7,-0.5,-0.011
21699943.68,0.5,-0.012
21699943.65,1.25,-0.014
21699943.44,2,-0.023
21699943.35,3,-0.027
21699943.19,3.75,-0.035
21699943.06,4.75,-0.041
21699942.87,5.75,-0.049
21699942.6,6.25,-0.062
21699942.33,7.25,-0.074
21699942.16,8,-0.082
21699942.02,8.75,-0.089
21699941.88,9.5,-0.095
21699941.66,10.25,-0.105
21699941.67,11,-0.105
21699941.39,11.75,-0.118
21699941.44,12.5,-0.115
21699941.16,13.25,-0.128
21699941.03,14,-0.134
21699940.88,14.25,-0.141
21699940.84,15,-0.143
21699940.78,15.75,-0.146
21699940.65,16.25,-0.152
21699940.54,16.75,-0.157
21699940.47,17.25,-0.16
21699940.39,17.75,-0.164
21699940.25,18.25,-0.17
21699940.24,18.75,-0.171
21699940.18,19.5,-0.173
21699940.18,20,-0.173
21699940.11,20,-0.177
21699939.98,20.5,-0.183
21699939.91,21,-0.186
21699939.83,21.5,-0.19
21699939.64,21.75,-0.198
21699939.67,22.25,-0.197
21699939.64,22.5,-0.198
21699939.65,23,-0.198
21699939.57,23.25,-0.202
21699939.57,23.5,-0.202
21699939.59,23.75,-0.201
21699939.52,24,-0.204
21699939.49,24.25,-0.205
21699939.4,24.5,-0.209
21699939.43,24.75,-0.208
21699939.41,24.75,-0.209
21699939.37,25.25,-0.211
21699939.29,25.25,-0.215
21699939.26,25.5,-0.216
21699939.21,25.75,-0.218
