Ref Frequency,Temp,
21699920.41,81.5,0.114
21699920.43,81.25,0.115
21699920.36,81.25,0.112
21699920.42,81.25,0.115
21699920.39,81.5,0.113
21699920.38,81.5,0.113
21699920.41,81.5,0.114
21699920.4,81.5,0.114
21699920.35,81.5,0.111
21699920.42,81.5,0.114
21699920.37,81.5,0.112
21699920.2,81.5,0.104
21699920.27,81.5,0.108
21699920.18,81.5,0.103
21699920.18,81.75,0.103
21699920.13,81.75,0.101
21699920.13,81.75,0.101
21699920.03,82,0.097
21699919.94,82,0.092
21699919.95,82.25,0.093
21699919.88,82.25,0.09
21699919.76,82.5,0.084
21699919.75,82.5,0.084
21699919.71,82.75,0.082
21699919.52,82.75,0.073
21699919.42,83,0.069
21699919.38,83,0.067
21699919.19,83.25,0.058
21699919.06,83.25,0.052
21699919.02,83.5,0.05
21699918.95,83.5,0.047
21699918.85,83.75,0.042
21699918.79,83.75,0.039
21699918.69,83.75,0.035
21699918.65,84,0.033
21699918.58,83.75,0.03
21699918.65,84.25,0.033
21699918.57,84,0.029
21699918.69,84.25,0.035
21699918.7,84.25,0.035
21699918.56,84.25,0.029
21699918.58,84.25,0.03
21699918.45,84.5,0.024
21699918.43,84.5,0.023
21699918.42,84.5,0.022
21699918.35,84.75,0.019
21699918.39,84.75,0.021
21699918.45,84.75,0.024
21699918.27,84.75,0.015
21699918.32,85,0.018
21699918.24,85,0.014
21699918.23,85,0.014
21699918.26,85,0.015
21699918.29,85,0.016
21699918.34,85,0.019
21699918.42,85,0.022
21699918.5,85,0.026
21699918.68,84.75,0.034
21699918.84,84.75,0.042
21699918.98,84.5,0.048
21699919.21,84.25,0.059
21699919.34,84,0.065
21699919.65,83.75,0.079
21699919.9,83.75,0.091
21699920.07,83.25,0.099
21699920.46,82.75,0.116
21699920.72,82.25,0.128
21699921,81.75,0.141
21699921.31,81.25,0.156
21699921.58,80.75,0.168
21699921.73,80.5,0.175
21699922,80,0.187
21699922.11,79.25,0.193
21699922.32,78.75,0.202
21699922.32,78,0.202
21699922.31,77.75,0.202
21699922.3,77,0.201
21699922.21,76.25,0.197
21699922,75.5,0.187
21699921.87,74.75,0.181
21699921.66,74.25,0.172
21699921.35,73.5,0.157
21699921.12,72.75,0.147
21699920.94,72,0.139
21699920.68,71.5,0.127
21699920.39,70.75,0.113
21699920.16,70,0.103
21699919.99,69.25,0.095
21699919.87,68.25,0.089
21699919.84,67.5,0.088
21699919.77,67,0.085
21699919.57,66,0.075
21699919.64,65.5,0.079
21699919.63,64.5,0.078
21699919.71,63.75,0.082
21699919.82,62.75,0.087
21699919.89,62.25,0.09
21699919.94,61.25,0.093
21699920.14,60.5,0.102
21699920.25,59.5,0.107
21699920.23,59,0.106
21699920.37,58,0.112
21699920.39,57.25,0.113
21699920.41,56.25,0.114
21699920.42,55.75,0.115
21699920.37,54.75,0.112
21699920.39,53.75,0.113
21699920.18,53,0.104
21699920.13,52.25,0.101
21699920,51.25,0.095
21699919.85,50.5,0.088
21699919.63,49.75,0.078
21699919.42,48.75,0.068
21699919.18,48,0.057
21699918.83,47,0.041
21699918.59,46,0.03
21699918.2,45.25,0.012
21699918.02,44.5,0.004
21699917.78,43.5,-0.007
21699917.62,42.5,-0.014
21699917.37,42,-0.026
21699917.3,40.75,-0.029
21699917.12,40,-0.038
21699916.92,39,-0.047
21699916.71,38.25,-0.056
21699916.39,37.5,-0.071
21699916.14,36.5,-0.083
21699915.97,35.75,-0.091
21699915.82,35,-0.097
21699915.72,33.75,-0.102
21699915.57,33,-0.109
21699915.53,32.25,-0.111
21699915.49,31.25,-0.113
21699915.46,30.25,-0.114
21699915.47,29.25,-0.113
21699915.48,28.75,-0.113
21699915.46,27.75,-0.114
21699915.47,26.75,-0.113
21699915.55,25.75,-0.11
21699915.71,25,-0.102
21699915.76,24.25,-0.1
21699915.68,23.25,-0.104
21699915.71,22.5,-0.103
21699915.7,21.75,-0.103
21699915.73,20.75,-0.102
21699915.81,19.75,-0.098
21699915.68,19,-0.104
21699915.74,18,-0.101
21699915.81,17.25,-0.098
21699915.76,16.25,-0.1
21699915.79,15.5,-0.099
21699915.94,14.5,-0.092
21699916.11,13.75,-0.084
21699916.12,12.75,-0.083
21699916.22,11.75,-0.079
21699916.34,11,-0.074
21699916.57,10.25,-0.063
21699916.72,9.25,-0.056
21699916.97,8.25,-0.044
21699917.02,7.5,-0.042
21699917.18,6.75,-0.035
21699917.39,5.75,-0.025
21699917.48,4.75,-0.021
21699917.7,3.75,-0.011
21699917.72,3,-0.01
21699917.88,2,-0.003
21699917.91,1.25,-0.001
21699917.86,0.25,-0.003
21699917.82,-0.5,-0.006
21699917.71,-1.5,-0.011
21699917.56,-2.25,-0.017
21699917.45,-3.25,-0.023
21699917.24,-4,-0.032
21699917.07,-4.75,-0.04
21699916.95,-5.5,-0.045
21699916.66,-6.25,-0.059
21699916.53,-7.25,-0.065
21699916.27,-7.75,-0.077
21699916.05,-8.5,-0.087
21699915.7,-9,-0.103
21699915.53,-9.5,-0.111
21699915.33,-10.25,-0.12
21699915.09,-10.75,-0.131
21699914.97,-11.25,-0.137
21699914.8,-11.75,-0.145
21699914.59,-12.5,-0.154
21699914.48,-12.75,-0.159
21699914.2,-13.25,-0.172
21699914.13,-13.75,-0.175
21699914.01,-14.25,-0.181
21699913.85,-14.5,-0.188
21699913.67,-15,-0.196
21699913.46,-15.25,-0.206
21699913.41,-15.75,-0.209
21699913.24,-16,-0.216
21699913.04,-16.5,-0.225
21699913.11,-16.5,-0.222
21699912.97,-16.75,-0.229
21699912.89,-17.25,-0.232
21699912.85,-17.5,-0.234
21699912.74,-17.75,-0.239
21699912.69,-18,-0.242
21699912.62,-18.25,-0.245
21699912.64,-18.5,-0.244
21699912.6,-18.75,-0.246
21699912.52,-19,-0.25
21699912.47,-19.25,-0.252
21699912.39,-19.25,-0.255
21699912.42,-19.5,-0.254
21699912.35,-19.5,-0.257
21699912.4,-19.75,-0.255
21699912.34,-20,-0.258
21699912.38,-20,-0.256
21699912.4,-20.25,-0.255
21699912.39,-20.25,-0.256
21699912.3,-20.5,-0.259
21699912.27,-20.75,-0.261
21699912.2,-20.75,-0.264
21699912.3,-21,-0.26
21699912.37,-21,-0.257
21699912.3,-21.25,-0.26
21699912.38,-21.25,-0.256
21699912.36,-21.5,-0.257
21699912.27,-21.5,-0.261
21699912.41,-21.75,-0.254
21699912.38,-21.75,-0.256
21699912.39,-21.75,-0.256
21699912.46,-22,-0.252
21699912.39,-22,-0.255
21699912.41,-22.25,-0.255
21699912.38,-22.25,-0.256
21699912.21,-22.25,-0.264
21699912.42,-22.25,-0.254
21699912.38,-22.5,-0.256
21699912.38,-22.5,-0.256
21699912.37,-22.75,-0.256
21699912.4,-22.75,-0.255
21699912.42,-22.75,-0.254
21699912.45,-22.75,-0.253
21699912.34,-23,-0.258
21699912.51,-23,-0.25
21699912.46,-23,-0.252
21699912.41,-23,-0.255
21699912.52,-23,-0.25
21699912.56,-23.25,-0.248
21699912.56,-23.25,-0.248
21699912.53,-23.25,-0.249
21699912.57,-23.25,-0.247
21699912.56,-23.5,-0.248
21699912.54,-23.5,-0.249
21699912.64,-23.25,-0.244
21699912.56,-23.5,-0.248
21699912.61,-23.75,-0.245
21699912.65,-23.5,-0.244
21699912.65,-23.75,-0.244
21699912.59,-23.75,-0.246
21699912.69,-23.75,-0.242
21699912.72,-23.5,-0.24
21699912.67,-23.75,-0.243
21699912.66,-23.75,-0.243
21699912.67,-23.75,-0.243
21699912.72,-23.75,-0.24
21699912.67,-23.75,-0.243
21699912.7,-23.75,-0.241
21699912.72,-24,-0.241
21699912.73,-24,-0.24
21699912.71,-24,-0.241
21699912.73,-24,-0.24
21699912.75,-24,-0.239
21699912.79,-24,-0.237
21699912.73,-24,-0.24
21699912.75,-24.25,-0.239
21699912.68,-24.25,-0.242
21699912.75,-24.25,-0.239
21699912.71,-24.25,-0.241
21699912.76,-24.25,-0.239
21699912.67,-24.25,-0.243
21699912.77,-24.25,-0.238
21699912.74,-24.5,-0.239
21699912.78,-24.25,-0.238
21699912.85,-24.5,-0.234
21699912.71,-24.5,-0.241
21699912.71,-24.5,-0.241
21699912.72,-24.5,-0.24
21699912.81,-24.5,-0.236
21699912.7,-24.5,-0.241
21699912.85,-24.5,-0.234
21699912.83,-24.5,-0.235
21699912.94,-24.5,-0.23
21699912.98,-24.75,-0.228
21699912.89,-24.75,-0.232
21699912.94,-24.75,-0.23
21699913.15,-24.75,-0.22
21699913.2,-24.75,-0.218
21699913.31,-24.75,-0.213
21699913.34,-24.75,-0.212
21699913.36,-24.75,-0.211
21699913.41,-24.75,-0.208
21699913.49,-24.75,-0.205
21699913.51,-25,-0.204
21699913.49,-25,-0.205
21699913.57,-24.75,-0.201
21699913.48,-25,-0.205
21699913.38,-25,-0.21
21699913.46,-25,-0.206
21699913.45,-25,-0.207
21699913.34,-25,-0.212
21699913.43,-25,-0.207
21699913.44,-25,-0.207
21699913.41,-25,-0.208
21699913.42,-25,-0.208
21699913.34,-25,-0.212
21699913.28,-25,-0.215
21699913.3,-25.25,-0.214
21699913.32,-25,-0.213
21699913.34,-25,-0.212
21699913.33,-25.25,-0.212
21699913.29,-25.25,-0.214
21699913.3,-25,-0.214
21699913.23,-25.25,-0.217
21699913.19,-25.25,-0.219
21699913.28,-25.25,-0.215
21699913.3,-25.25,-0.214
21699913.22,-25.25,-0.217
21699913.26,-25.25,-0.215
21699913.25,-25.25,-0.216
21699913.3,-25.25,-0.213
21699913.23,-25.25,-0.217
21699913.2,-25.25,-0.218
21699913.28,-25.25,-0.214
21699913.41,-25.25,-0.209
21699913.41,-25.25,-0.209
21699913.4,-25.25,-0.209
21699913.41,-25.5,-0.208
21699913.41,-25.25,-0.209
21699913.29,-25.25,-0.214
21699913.29,-25.25,-0.214
21699913.28,-25.25,-0.215
21699913.36,-25.5,-0.211
21699913.26,-25.5,-0.215
21699913.26,-25.5,-0.215
21699913.28,-25.5,-0.214
21699913.26,-25.5,-0.215
21699913.25,-25.5,-0.216
21699913.27,-25.5,-0.215
21699913.27,-25.5,-0.215
21699913.23,-25.5,-0.217
21699913.33,-25.5,-0.212
21699913.24,-25.5,-0.216
21699913.25,-25.5,-0.216
21699913.25,-25.5,-0.216
21699913.27,-25.5,-0.215
21699913.23,-25.5,-0.217
21699913.28,-25.5,-0.215
21699913.23,-25.5,-0.217
21699913.23,-25.5,-0.217
21699913.12,-25.5,-0.222
21699913.22,-25.5,-0.217
21699913.15,-25.5,-0.221
21699913.09,-25.5,-0.223
21699913.18,-25.5,-0.219
21699913.18,-25.5,-0.219
21699913.19,-25.5,-0.219
21699913.19,-25.5,-0.218
21699913.2,-25.5,-0.218
21699913.17,-25.5,-0.22
21699913.25,-25.75,-0.216
21699913.25,-25.5,-0.216
21699913.36,-25.5,-0.211
21699913.16,-25.5,-0.22
21699913.22,-25.5,-0.217
21699913.34,-25.75,-0.212
21699913.23,-25.5,-0.217
21699913.23,-25.5,-0.217
21699913.19,-25.5,-0.219
21699913.09,-25.75,-0.224
21699913.18,-25.75,-0.219
21699913.25,-25.75,-0.216
21699913.24,-25.75,-0.216
21699913.15,-25.75,-0.22
21699913.25,-25.75,-0.216
21699913.31,-25.75,-0.213
21699913.36,-25.75,-0.211
21699913.26,-25.75,-0.215
21699913.34,-25.75,-0.212
21699913.36,-25.75,-0.211
21699913.36,-25.75,-0.211
21699913.39,-25.75,-0.21
21699913.44,-25.75,-0.207
21699913.49,-25.75,-0.205
21699913.48,-25.75,-0.205
21699913.45,-25.75,-0.207
21699913.41,-25.75,-0.209
21699913.38,-25.75,-0.21
21699913.44,-25.75,-0.207
21699913.47,-25.75,-0.206
21699913.5,-25.75,-0.204
21699913.51,-25.75,-0.204
21699913.57,-25.75,-0.201
21699913.65,-25.75,-0.197
21699913.76,-25.75,-0.193
21699913.79,-25.75,-0.191
21699913.59,-25.75,-0.2
21699913.66,-25.75,-0.197
21699913.6,-25.75,-0.2
21699913.52,-25.75,-0.204
21699913.48,-25.75,-0.205
21699913.5,-25.75,-0.204
21699913.51,-25.75,-0.204
21699913.5,-26,-0.204
21699913.51,-26,-0.204
21699913.5,-26,-0.204
21699913.47,-26,-0.206
21699913.54,-26,-0.203
21699913.45,-26,-0.206
21699913.56,-26.25,-0.201
21699913.58,-26.25,-0.201
21699913.65,-26.25,-0.197
21699913.7,-26.5,-0.195
21699913.72,-26.5,-0.194
21699913.98,-26.75,-0.182
21699913.97,-26.75,-0.183
21699914.24,-27,-0.17
21699914.34,-27,-0.166
21699914.49,-27.25,-0.159
21699914.56,-27.25,-0.155
21699914.73,-27.25,-0.148
21699914.81,-27.5,-0.144
21699914.94,-27.5,-0.138
21699915.02,-27.75,-0.134
21699915.15,-27.75,-0.128
21699915.22,-28,-0.125
21699915.37,-28,-0.118
21699915.41,-28.25,-0.116
21699915.5,-28.25,-0.112
21699915.52,-28.5,-0.111
21699915.63,-28.5,-0.106
21699915.7,-28.5,-0.103
21699915.77,-28.75,-0.1
21699915.68,-28.75,-0.104
21699915.81,-28.75,-0.098
21699915.94,-29,-0.092
21699916.04,-29,-0.087
21699916.07,-29,-0.086
21699916.12,-29.25,-0.084
21699916.16,-29.25,-0.082
21699916.2,-29.25,-0.08
21699916.2,-29.25,-0.08
21699916.19,-29.5,-0.081
21699916.29,-29.5,-0.076
21699916.36,-29.5,-0.072
21699916.39,-29.5,-0.071
21699916.43,-29.5,-0.069
21699916.49,-29.5,-0.067
21699916.44,-29.75,-0.069
21699916.43,-29.75,-0.069
21699916.5,-29.75,-0.066
21699916.45,-29.75,-0.068
21699916.53,-29.75,-0.065
21699916.53,-30,-0.065
21699916.57,-29.75,-0.063
21699916.67,-30,-0.058
21699916.65,-30,-0.059
21699916.59,-30,-0.062
21699916.47,-30,-0.068
21699916.65,-30,-0.059
21699916.7,-30.25,-0.057
21699916.71,-30.25,-0.057
21699916.76,-30.25,-0.054
21699916.77,-30.25,-0.053
21699916.75,-30.25,-0.055
21699916.72,-30,-0.056
21699916.61,-30,-0.061
21699916.4,-30,-0.071
21699916.28,-29.75,-0.076
21699916.06,-29.5,-0.087
21699915.86,-29.25,-0.096
21699915.57,-29,-0.109
21699915.32,-28.75,-0.12
21699915.11,-28.5,-0.13
21699914.74,-28,-0.147
21699914.5,-27.75,-0.158
21699914.3,-27.25,-0.168
21699914.1,-27,-0.177
21699913.84,-26.5,-0.188
21699913.69,-26,-0.196
21699913.5,-25.5,-0.204
21699913.32,-25,-0.212
21699913.23,-24.25,-0.217
21699913.19,-23.75,-0.219
21699913.15,-23.25,-0.221
21699913.17,-22.75,-0.22
21699913.24,-22,-0.217
21699913.37,-21.25,-0.21
21699913.56,-20.5,-0.201
21699913.75,-19.75,-0.193
21699913.92,-19.25,-0.185
21699914.12,-18.5,-0.176
21699914.31,-17.75,-0.167
21699914.47,-17,-0.16
21699914.78,-16.25,-0.146
21699915.11,-15.5,-0.13
21699915.37,-14.75,-0.118
21699915.56,-13.75,-0.109
21699915.95,-13.25,-0.092
21699916.19,-12.25,-0.08
21699916.32,-11.5,-0.074
21699916.58,-10.75,-0.062
21699916.82,-9.75,-0.051
21699917.13,-8.75,-0.037
21699917.3,-8.25,-0.029
21699917.34,-7.25,-0.028
21699917.66,-6.25,-0.012
21699917.82,-5.5,-0.005
21699917.86,-4.5,-0.003
21699918,-3.75,0.003
21699918,-3.75,0.003
21699918.15,-2,0.01
21699918.11,-1.5,0.008
21699917.94,-0.5,0
21699917.87,0.5,-0.003
21699917.8,1.5,-0.006
21699917.57,2.25,-0.017
21699917.43,3,-0.023
21699917.38,3.75,-0.026
21699917.23,4.75,-0.033
21699917.05,5.75,-0.041
21699916.86,6.25,-0.05
21699916.61,7.25,-0.061
21699916.53,8,-0.065
21699916.46,8.75,-0.068
21699916.4,9.75,-0.071
21699916.21,10.25,-0.08
21699916.23,11,-0.079
21699915.99,11.75,-0.09
21699916.1,12.5,-0.084
21699915.88,13.25,-0.095
21699915.8,13.75,-0.098
21699915.77,14.25,-0.1
21699915.78,15,-0.099
21699915.74,15.75,-0.101
21699915.67,16.25,-0.105
21699915.6,17,-0.108
21699915.57,17.25,-0.109
21699915.53,17.75,-0.111
21699915.43,18.25,-0.116
21699915.42,19,-0.116
21699915.42,19.5,-0.116
21699915.43,20,-0.116
21699915.42,20.25,-0.116
21699915.37,20.5,-0.118
21699915.29,21,-0.122
21699915.22,21.5,-0.125
21699915.09,21.75,-0.131
21699915.14,22.25,-0.129
21699915.13,22.5,-0.129
21699915.14,23,-0.129
21699915.05,23.25,-0.133
21699915.1,23.5,-0.131
21699915.11,23.75,-0.13
21699915.06,24,-0.133
21699914.99,24.25,-0.136
21699914.95,24.5,-0.138
21699914.96,24.75,-0.137
21699914.94,25,-0.138
21699914.94,25.25,-0.138
21699914.97,25.25,-0.137
21699914.85,25.5,-0.142
21699914.85,25.75,-0.142
