Ref Frequency,Temp,
21699943.7,80,0.186
21699943.7,80,0.186
21699943.65,80,0.184
21699943.45,80.25,0.175
21699943.36,80.25,0.171
21699943.21,80,0.164
21699943.28,80.25,0.167
21699943.21,80.25,0.164
21699943.18,80.25,0.162
21699943.12,80.25,0.159
21699942.94,80.5,0.151
21699943.02,80.25,0.155
21699942.99,80.5,0.153
21699942.94,80.5,0.151
21699942.77,80.5,0.144
21699942.79,80.5,0.144
21699942.66,80.5,0.139
21699942.7,80.5,0.14
21699942.57,80.5,0.134
21699942.59,80.5,0.135
21699942.47,80.5,0.13
21699942.53,80.75,0.133
21699942.37,80.75,0.125
21699942.33,80.75,0.123
21699942.33,80.75,0.123
21699942.35,80.75,0.124
21699942.44,80.75,0.128
21699942.51,80.75,0.131
21699942.54,80.75,0.133
21699942.54,80.75,0.133
21699942.56,80.75,0.134
21699942.7,80.75,0.14
21699942.66,80.75,0.138
21699942.64,80.75,0.137
21699942.74,80.75,0.142
21699942.81,80.75,0.145
21699942.93,81,0.151
21699942.89,80.75,0.149
21699942.89,80.75,0.149
21699942.9,81,0.149
21699942.82,81,0.146
21699942.74,81,0.142
21699942.78,81,0.144
21699942.78,81,0.144
21699942.72,81,0.141
21699942.62,81,0.136
21699942.61,81,0.136
21699942.57,81,0.134
21699942.48,81,0.13
21699942.5,81,0.131
21699942.55,81,0.133
21699942.51,81,0.132
21699942.49,81,0.13
21699942.41,81,0.127
21699942.42,81,0.127
21699942.44,81,0.128
21699942.28,81,0.121
21699942.27,81,0.12
21699942.3,81,0.122
21699942.16,81,0.115
21699942.14,81,0.115
21699942.11,81,0.113
21699942.16,81,0.115
21699942.02,81,0.109
21699941.94,81,0.105
21699942.18,81.25,0.116
21699942.2,81.25,0.117
21699942.23,81,0.118
21699942.26,81,0.12
21699942.3,81.25,0.122
21699942.34,81.25,0.124
21699942.37,81.25,0.125
21699942.45,81.25,0.129
21699942.48,81.25,0.13
21699942.4,81.25,0.126
21699942.5,81.25,0.131
21699942.43,81.25,0.128
21699942.4,81.25,0.126
21699942.48,81.25,0.13
21699942.48,81.25,0.13
21699942.43,81.25,0.128
21699942.29,81.25,0.121
21699942.11,81.25,0.113
21699941.99,81.25,0.108
21699942.01,81.25,0.108
21699941.96,81.25,0.106
21699942.06,81.25,0.111
21699941.99,81.25,0.107
21699941.97,81.25,0.107
21699941.94,81.25,0.105
21699941.98,81.25,0.107
21699941.97,81.25,0.107
21699941.97,81.25,0.107
21699941.94,81.25,0.105
21699941.96,81.25,0.106
21699941.88,81.25,0.103
21699941.87,81.25,0.102
21699941.85,81.5,0.101
21699941.81,81.25,0.099
21699941.88,81.5,0.102
21699941.83,81.25,0.1
21699941.76,81.5,0.097
21699941.72,81.25,0.095
21699941.59,81.25,0.089
21699941.5,81.5,0.085
21699941.49,81.25,0.084
21699941.43,81.5,0.081
21699941.31,81.5,0.076
21699941.35,81.5,0.078
21699941.23,81.5,0.073
21699941.3,81.5,0.076
21699941.28,81.5,0.075
21699941.32,81.25,0.077
21699941.3,81.5,0.076
21699941.27,81.5,0.074
21699941.18,81.5,0.07
21699941.21,81.5,0.072
21699941.23,81.5,0.072
21699941.09,81.5,0.066
21699941.2,81.5,0.071
21699941.2,81.5,0.071
21699941.06,81.5,0.065
21699941.16,81.5,0.069
21699941.07,81.5,0.065
21699941.05,81.5,0.064
21699940.93,81.5,0.059
21699940.87,81.5,0.056
21699940.82,81.5,0.053
21699940.92,81.5,0.058
21699940.89,81.5,0.057
21699940.82,81.5,0.054
21699940.82,81.5,0.054
21699940.84,81.5,0.055
21699940.87,81.5,0.056
21699940.82,81.5,0.054
21699940.86,81.5,0.055
21699940.81,81.5,0.053
21699940.78,81.5,0.052
21699940.67,81.75,0.046
21699940.7,81.75,0.048
21699940.59,81.75,0.043
21699940.63,81.75,0.045
21699940.45,82,0.036
21699940.37,82,0.033
21699940.27,82,0.028
21699940.16,82.25,0.023
21699940.12,82.25,0.021
21699940.02,82.5,0.017
21699939.86,82.5,0.009
21699939.77,82.75,0.005
21699939.66,82.75,0
21699939.49,83,-0.008
21699939.27,83,-0.018
21699939.19,83.25,-0.021
21699938.97,83.25,-0.032
21699938.78,83.5,-0.04
21699938.65,83.5,-0.046
21699938.53,83.75,-0.052
21699938.33,83.75,-0.061
21699938.24,83.75,-0.065
21699938.09,84,-0.072
21699937.96,84,-0.078
21699937.81,84.25,-0.085
21699937.74,84.25,-0.088
21699937.71,84.25,-0.09
21699937.7,84.25,-0.09
21699937.53,84.5,-0.098
21699937.5,84.5,-0.1
21699937.45,84.75,-0.102
21699937.26,84.75,-0.11
21699937.25,84.75,-0.111
21699937.04,84.75,-0.121
21699936.97,84.75,-0.124
21699937.06,85,-0.12
21699936.96,85,-0.124
21699936.8,85,-0.132
21699936.74,85,-0.134
21699936.75,85.25,-0.134
21699936.61,85.25,-0.141
21699936.61,85.25,-0.141
21699936.62,85,-0.14
21699936.61,85.25,-0.14
21699936.61,85.25,-0.14
21699936.73,85,-0.135
21699936.89,85,-0.127
21699936.94,84.75,-0.125
21699937.22,84.5,-0.112
21699937.41,84.5,-0.103
21699937.7,84.25,-0.09
21699937.86,83.75,-0.083
21699938.29,83.5,-0.063
21699938.66,83.25,-0.046
21699939.09,82.75,-0.026
21699939.55,82.25,-0.005
21699939.93,81.75,0.013
21699940.46,81.25,0.037
21699940.94,80.75,0.059
21699941.34,80.25,0.077
21699941.84,79.75,0.101
21699942.19,79.25,0.117
21699942.59,78.5,0.135
21699942.74,78,0.142
21699942.8,77.25,0.145
21699942.87,76.75,0.148
21699942.72,76,0.141
21699942.6,75.5,0.136
21699942.38,74.75,0.125
21699942.1,74,0.112
21699941.82,73.25,0.1
21699941.52,72.5,0.086
21699941.34,72,0.078
21699941.02,71.25,0.063
21699940.79,70.5,0.052
21699940.52,69.75,0.04
21699940.4,69,0.034
21699940.23,68.25,0.026
21699940.12,67.5,0.021
21699940.01,66.75,0.016
21699939.9,66,0.011
21699939.83,65,0.008
21699939.8,64.5,0.007
21699939.88,63.75,0.01
21699939.93,62.75,0.012
21699940.09,62,0.02
21699940.16,61.25,0.023
21699940.21,60.5,0.025
21699940.39,59.5,0.034
21699940.39,58.75,0.034
21699940.58,58,0.043
21699940.67,57.25,0.046
21699940.71,56.25,0.049
21699940.74,55.5,0.05
21699940.73,54.75,0.049
21699940.72,53.75,0.049
21699940.59,53,0.043
21699940.57,52.25,0.042
21699940.41,51.25,0.035
21699940.19,50.5,0.024
21699940.04,49.75,0.018
21699939.77,48.75,0.005
21699939.48,48,-0.008
21699939.08,47,-0.027
21699938.79,46.25,-0.04
21699938.33,45.25,-0.061
21699937.96,44.5,-0.078
21699937.6,43.75,-0.095
21699937.26,42.75,-0.11
21699936.94,42,-0.125
21699936.64,41,-0.139
21699936.35,40.25,-0.152
21699936.1,39.5,-0.164
21699935.75,38.5,-0.18
21699935.48,37.5,-0.192
21699935.15,36.75,-0.208
21699934.86,35.75,-0.221
21699934.52,35,-0.237
21699934.19,34,-0.252
21699933.97,33.25,-0.262
21699933.82,32.25,-0.269
21699933.68,31.5,-0.275
21699933.61,30.5,-0.279
21699933.54,29.75,-0.282
21699933.37,28.75,-0.29
21699933.41,28,-0.288
21699933.31,27,-0.293
21699933.24,26.25,-0.296
21699933.29,25.25,-0.294
21699933.25,24.5,-0.295
21699933.18,23.5,-0.299
21699932.93,22.75,-0.31
21699932.84,21.75,-0.314
21699932.84,21,-0.314
21699932.82,20,-0.315
21699932.57,19.25,-0.327
21699932.42,18.25,-0.334
21699932.3,17.5,-0.339
21699932.12,16.5,-0.348
21699932.05,15.75,-0.351
21699932.06,14.75,-0.35
21699932,14,-0.353
21699931.92,13,-0.357
21699931.89,12.25,-0.358
21699931.79,11.25,-0.362
21699931.89,10.5,-0.358
21699931.93,9.5,-0.356
21699932.03,8.75,-0.352
21699932.07,7.75,-0.35
21699932.11,7,-0.348
21699932.25,6,-0.342
21699932.36,5,-0.336
21699932.47,4.25,-0.331
21699932.43,3.25,-0.333
21699932.52,2.25,-0.329
21699932.46,1.5,-0.332
21699932.53,0.5,-0.328
21699932.51,-0.25,-0.329
21699932.41,-1.25,-0.334
21699932.34,-2,-0.337
21699932.3,-2.75,-0.339
21699932.12,-3.5,-0.347
21699931.94,-4.25,-0.356
21699931.92,-5.25,-0.357
21699931.71,-5.75,-0.366
21699931.57,-6.5,-0.373
21699931.39,-7.25,-0.381
21699931.25,-8,-0.387
21699930.93,-8.75,-0.402
21699930.87,-9.25,-0.405
21699930.76,-9.75,-0.41
21699930.64,-10.5,-0.415
21699930.61,-11,-0.417
21699930.52,-11.5,-0.421
21699930.31,-12,-0.431
21699930.36,-12.5,-0.429
21699930.35,-13,-0.429
21699930.25,-13.5,-0.433
21699930.2,-13.75,-0.436
21699930.22,-14.25,-0.435
21699930.2,-14.75,-0.436
21699930.16,-15,-0.437
21699930.1,-15.5,-0.44
21699930.1,-15.75,-0.441
21699930.09,-16,-0.441
21699930.1,-16.25,-0.44
21699930.06,-16.75,-0.442
21699930.14,-17,-0.439
21699930.13,-17.25,-0.439
21699930.17,-17.5,-0.437
21699930.2,-17.75,-0.436
21699930.21,-18,-0.435
21699930.3,-18.25,-0.431
21699930.31,-18.5,-0.431
21699930.16,-18.75,-0.438
21699930.3,-19,-0.431
21699930.3,-19.25,-0.431
21699930.41,-19.25,-0.426
21699930.43,-19.5,-0.425
21699930.5,-19.75,-0.422
21699930.46,-20,-0.424
21699930.61,-20,-0.417
21699930.66,-20.25,-0.414
21699930.67,-20.25,-0.414
21699930.72,-20.5,-0.412
21699930.72,-20.75,-0.412
21699930.71,-20.75,-0.412
21699930.81,-21,-0.408
21699930.89,-21,-0.404
21699930.88,-21.25,-0.405
21699930.99,-21.25,-0.399
21699931.11,-21.5,-0.394
21699931.11,-21.5,-0.394
21699931.13,-21.5,-0.393
21699931.24,-21.75,-0.388
21699931.18,-21.75,-0.39
21699931.2,-22,-0.39
21699931.3,-22,-0.385
21699931.37,-21.75,-0.382
21699931.26,-22,-0.387
21699931.35,-22.25,-0.383
21699931.43,-22.25,-0.379
21699931.45,-22.5,-0.378
21699931.52,-22.5,-0.375
21699931.47,-22.25,-0.377
21699931.57,-22.75,-0.373
21699931.58,-22.75,-0.372
21699931.67,-22.75,-0.368
21699931.61,-22.5,-0.371
21699931.74,-22.75,-0.365
21699931.76,-23,-0.364
21699931.82,-23,-0.361
21699931.86,-23,-0.359
21699931.88,-22.75,-0.359
21699931.92,-23,-0.357
21699931.92,-23.25,-0.357
21699931.98,-23.25,-0.354
21699932.05,-23,-0.35
21699932.05,-23,-0.351
21699932.12,-23.5,-0.348
21699932.13,-23.5,-0.347
21699932.18,-23.5,-0.345
21699932.19,-23.5,-0.344
21699932.21,-23.5,-0.343
21699932.25,-23.5,-0.341
21699932.33,-23.75,-0.338
21699932.31,-23.75,-0.338
21699932.33,-23.75,-0.338
21699932.37,-23.75,-0.336
21699932.45,-23.75,-0.332
21699932.44,-23.75,-0.333
21699932.53,-23.75,-0.329
21699932.53,-23.75,-0.329
21699932.54,-23.75,-0.328
21699932.56,-24,-0.327
21699932.57,-24,-0.326
21699932.64,-24,-0.323
21699932.7,-24,-0.321
21699932.76,-24,-0.318
21699932.75,-24.25,-0.318
21699932.77,-24.25,-0.317
21699932.73,-24.25,-0.319
21699932.74,-24.25,-0.319
21699932.74,-24.25,-0.319
21699932.76,-24.25,-0.318
21699932.74,-24.25,-0.319
21699932.79,-24.25,-0.317
21699932.87,-24.25,-0.313
21699932.85,-24.5,-0.314
21699932.96,-24.5,-0.309
21699932.93,-24.5,-0.31
21699932.84,-24.5,-0.314
21699932.92,-24.5,-0.311
21699932.92,-24.5,-0.311
21699932.95,-24.5,-0.309
21699933,-24.5,-0.307
21699933.11,-24.5,-0.302
21699933.08,-24.5,-0.303
21699933.21,-24.5,-0.297
21699933.11,-24.75,-0.302
21699933.28,-24.75,-0.294
21699933.41,-24.75,-0.288
21699933.55,-24.5,-0.282
21699933.6,-24.5,-0.279
21699933.7,-24.75,-0.274
21699933.76,-24.5,-0.272
21699933.8,-24.5,-0.27
21699933.9,-24.5,-0.265
21699933.86,-24.75,-0.267
21699933.9,-24.75,-0.265
21699934.03,-24.75,-0.26
21699933.98,-24.75,-0.262
21699933.87,-24.75,-0.267
21699933.96,-25,-0.263
21699933.92,-25,-0.264
21699933.92,-25,-0.264
21699933.95,-25,-0.263
21699933.97,-24.75,-0.262
21699933.89,-25,-0.266
21699933.97,-24.75,-0.262
21699933.95,-24.75,-0.263
21699933.88,-25,-0.266
21699933.94,-25,-0.263
21699933.92,-25,-0.264
21699933.97,-25,-0.262
21699934.01,-25,-0.26
21699933.92,-25,-0.264
21699933.98,-25,-0.262
21699933.79,-25,-0.27
21699933.84,-25,-0.268
21699933.84,-25.25,-0.268
21699933.94,-25.25,-0.264
21699933.91,-25,-0.265
21699933.95,-25.25,-0.263
21699933.97,-25.25,-0.262
21699933.94,-25,-0.263
21699933.94,-25.25,-0.263
21699933.88,-25.25,-0.266
21699933.9,-25.25,-0.265
21699934.08,-25.25,-0.257
21699934.14,-25.25,-0.254
21699934.13,-25.25,-0.255
21699934.15,-25.25,-0.254
21699934.11,-25,-0.256
21699934,-25.25,-0.261
21699934.06,-25.25,-0.258
21699934.06,-25.25,-0.258
21699934.16,-25.25,-0.254
21699934.08,-25.25,-0.257
21699934.04,-25.25,-0.259
21699934.1,-25.25,-0.256
21699934.12,-25.25,-0.255
21699934.12,-25.25,-0.255
21699934.05,-25.25,-0.258
21699934.2,-25.5,-0.252
21699934.07,-25.5,-0.257
21699934.15,-25.5,-0.254
21699934.1,-25.5,-0.256
21699934.13,-25.25,-0.255
21699934.07,-25.25,-0.257
21699934.14,-25.5,-0.254
21699934.1,-25.5,-0.256
21699934.06,-25.5,-0.258
21699934.07,-25.5,-0.258
21699934.16,-25.5,-0.253
21699934.03,-25.25,-0.259
21699934.14,-25.25,-0.254
21699934.03,-25.5,-0.259
21699934.01,-25.5,-0.26
21699933.99,-25.5,-0.261
21699934.08,-25.5,-0.257
21699934.13,-25.5,-0.255
21699934.11,-25.5,-0.256
21699934.14,-25.5,-0.254
21699934.08,-25.5,-0.257
21699934.15,-25.5,-0.254
21699934.25,-25.5,-0.249
21699934.22,-25.5,-0.251
21699934.22,-25.5,-0.25
21699934.17,-25.25,-0.253
21699934.19,-25.5,-0.252
21699934.23,-25.5,-0.25
21699934.22,-25.5,-0.251
21699934.18,-25.5,-0.252
21699934.15,-25.5,-0.254
21699934.18,-25.5,-0.252
21699934.23,-25.5,-0.25
21699934.27,-25.5,-0.248
21699934.25,-25.5,-0.249
21699934.27,-25.5,-0.248
21699934.27,-25.5,-0.248
21699934.34,-25.75,-0.245
21699934.34,-25.5,-0.245
21699934.36,-25.5,-0.244
21699934.37,-25.5,-0.243
21699934.43,-25.5,-0.241
21699934.46,-25.5,-0.24
21699934.48,-25.75,-0.239
21699934.46,-25.5,-0.24
21699934.57,-25.75,-0.234
21699934.56,-25.5,-0.235
21699934.49,-25.75,-0.238
21699934.42,-25.75,-0.242
21699934.52,-25.75,-0.237
21699934.54,-25.75,-0.236
21699934.62,-25.75,-0.232
21699934.57,-25.75,-0.234
21699934.62,-25.75,-0.232
21699934.76,-25.75,-0.226
21699934.75,-25.75,-0.226
21699934.9,-25.5,-0.219
21699934.72,-25.75,-0.228
21699934.72,-25.75,-0.227
21699934.7,-25.5,-0.228
21699934.63,-25.75,-0.232
21699934.65,-25.75,-0.231
21699934.66,-25.5,-0.23
21699934.65,-25.75,-0.231
21699934.62,-25.5,-0.232
21699934.53,-25.5,-0.236
21699934.63,-25.75,-0.232
21699934.64,-26,-0.231
21699934.77,-25.75,-0.225
21699934.66,-26,-0.23
21699934.75,-26,-0.226
21699934.89,-26,-0.22
21699934.96,-26.25,-0.217
21699935.03,-26.25,-0.213
21699935.14,-26.5,-0.208
21699935.32,-26.5,-0.2
21699935.47,-26.75,-0.193
21699935.77,-26.75,-0.179
21699936,-26.75,-0.168
21699936.2,-26.75,-0.159
21699936.37,-27,-0.151
21699936.64,-27.25,-0.139
21699936.87,-27.25,-0.128
21699937.04,-27.5,-0.121
21699937.19,-27.5,-0.114
21699937.42,-27.75,-0.103
21699937.57,-27.75,-0.096
21699937.8,-27.75,-0.086
21699937.79,-28,-0.086
21699938.08,-28.25,-0.073
21699938.16,-28.25,-0.069
21699938.4,-28.25,-0.058
21699938.59,-28.25,-0.049
21699938.69,-28.5,-0.045
21699938.79,-28.75,-0.04
21699938.93,-28.5,-0.034
21699939.07,-28.75,-0.027
21699939.21,-28.75,-0.021
21699939.3,-28.75,-0.017
21699939.38,-29,-0.013
21699939.57,-29,-0.004
21699939.59,-29,-0.003
21699939.75,-29,0.004
21699939.79,-29.25,0.006
21699939.87,-29.25,0.01
21699939.99,-29.25,0.015
21699940.12,-29.25,0.021
21699940.18,-29.25,0.024
21699940.28,-29.25,0.029
21699940.36,-29.5,0.032
21699940.39,-29.5,0.034
21699940.41,-29.5,0.035
21699940.51,-29.5,0.039
21699940.56,-29.5,0.042
21699940.6,-29.75,0.044
21699940.71,-29.5,0.048
21699940.75,-29.75,0.05
21699940.83,-30,0.054
21699940.8,-29.75,0.053
21699940.91,-29.75,0.058
21699940.91,-29.75,0.058
21699941.03,-29.75,0.063
21699941.05,-29.75,0.064
21699941.15,-29.75,0.069
21699941.16,-29.75,0.069
21699941.17,-29.75,0.07
21699941.12,-29.75,0.067
21699940.98,-29.75,0.061
21699940.79,-29.5,0.052
21699940.61,-29.5,0.044
21699940.31,-29.25,0.03
21699940.02,-29.25,0.016
21699939.65,-28.75,0
21699939.22,-28.5,-0.02
21699938.88,-28.25,-0.036
21699938.4,-27.75,-0.058
21699937.96,-27.25,-0.078
21699937.55,-27,-0.097
21699937.17,-26.25,-0.115
21699936.67,-26,-0.138
21699936.23,-25.25,-0.158
21699935.8,-25,-0.178
21699935.36,-24.5,-0.198
21699935.13,-23.75,-0.209
21699934.81,-23.25,-0.223
21699934.59,-22.5,-0.234
21699934.43,-22,-0.241
21699934.19,-21.25,-0.252
21699934.18,-20.5,-0.253
21699934.15,-20,-0.254
21699934.09,-19.25,-0.256
21699934.07,-18.5,-0.258
21699934.17,-17.75,-0.253
21699934.14,-17,-0.254
21699934.25,-16.25,-0.249
21699934.32,-15.5,-0.246
21699934.48,-14.75,-0.239
21699934.58,-13.75,-0.234
21699934.76,-13,-0.226
21699934.93,-12.25,-0.218
21699934.97,-11.25,-0.216
21699935.13,-10.5,-0.209
21699935.26,-9.75,-0.203
21699935.39,-9,-0.197
21699935.63,-8,-0.186
21699935.86,-7.25,-0.175
21699936.02,-6.5,-0.167
21699936.27,-5.5,-0.156
21699936.53,-4.75,-0.144
21699936.69,-4,-0.137
21699936.93,-3,-0.125
21699936.93,-3,-0.125
21699937.37,-1.25,-0.105
21699937.45,-0.5,-0.102
21699937.51,0.5,-0.099
21699937.6,1.25,-0.095
21699937.71,2,-0.09
21699937.66,3,-0.092
21699937.67,4,-0.091
21699937.66,4.75,-0.092
21699937.64,5.5,-0.093
21699937.57,6.5,-0.096
21699937.49,7.25,-0.1
21699937.36,8,-0.106
21699937.22,8.75,-0.112
21699937.16,9.5,-0.115
21699937.19,10.25,-0.114
21699937.08,11,-0.119
21699937.13,11.75,-0.116
21699937.07,12.5,-0.119
21699937.18,13.25,-0.114
21699937,13.75,-0.123
21699937,14.5,-0.122
21699936.96,15.25,-0.124
21699936.98,15.75,-0.123
21699937.04,16.5,-0.121
21699937.07,17,-0.119
21699937,17.5,-0.122
21699937.03,18,-0.121
21699937.13,18.5,-0.116
21699936.96,19,-0.124
21699937.14,19.5,-0.116
21699937.21,20,-0.113
21699937.34,20.5,-0.107
21699937.3,20.75,-0.108
21699937.37,21.25,-0.105
21699937.32,21.5,-0.108
21699937.23,22,-0.112
21699937.23,22.25,-0.112
21699937.24,22.5,-0.111
21699937.29,23,-0.109
21699937.36,23.25,-0.106
21699937.36,23.5,-0.106
21699937.44,23.75,-0.102
21699937.43,24,-0.103
21699937.36,24.25,-0.106
21699937.37,24.5,-0.105
21699937.41,24.75,-0.103
21699937.43,25,-0.102
21699937.41,25.25,-0.103
21699937.47,25.25,-0.101
21699937.36,25.5,-0.106
21699937.33,25.75,-0.107
21699937.36,26,-0.106
