Ref Frequency,Temp,
21699936.63,81.25,-0.015
21699936.66,81.25,-0.014
21699936.68,81.25,-0.013
21699936.63,81.25,-0.016
21699936.7,81.25,-0.012
21699936.7,81.25,-0.012
21699936.66,81.25,-0.014
21699936.51,81.25,-0.021
21699936.41,81.25,-0.026
21699936.21,81.25,-0.034
21699936.25,81.25,-0.033
21699936.22,81.25,-0.034
21699936.28,81.25,-0.032
21699936.25,81,-0.033
21699936.3,81.25,-0.03
21699936.2,81.25,-0.035
21699936.26,81.25,-0.033
21699936.19,81.25,-0.036
21699936.23,81.25,-0.034
21699936.2,81.25,-0.035
21699936.24,81.25,-0.033
21699936.18,81.25,-0.036
21699936.19,81.25,-0.036
21699936.09,81.25,-0.04
21699936.11,81.25,-0.039
21699936.16,81,-0.037
21699936.1,81.25,-0.04
21699936.11,81.25,-0.039
21699936.03,81.25,-0.043
21699935.93,81.5,-0.048
21699935.91,81.5,-0.048
21699935.82,81.25,-0.053
21699935.77,81.25,-0.055
21699935.65,81.5,-0.06
21699935.63,81.5,-0.062
21699935.63,81.5,-0.061
21699935.66,81.5,-0.06
21699935.57,81.5,-0.064
21699935.69,81.5,-0.059
21699935.68,81.5,-0.059
21699935.63,81.5,-0.062
21699935.56,81.5,-0.065
21699935.59,81.5,-0.063
21699935.54,81.5,-0.066
21699935.51,81.5,-0.067
21699935.61,81.5,-0.062
21699935.61,81.5,-0.062
21699935.5,81.5,-0.068
21699935.61,81.5,-0.062
21699935.53,81.5,-0.066
21699935.54,81.5,-0.065
21699935.31,81.5,-0.076
21699935.29,81.5,-0.077
21699935.22,81.5,-0.08
21699935.33,81.5,-0.075
21699935.3,81.5,-0.077
21699935.24,81.5,-0.08
21699935.24,81.5,-0.079
21699935.28,81.5,-0.077
21699935.27,81.5,-0.078
21699935.23,81.5,-0.08
21699935.34,81.5,-0.075
21699935.22,81.5,-0.08
21699935.23,81.5,-0.08
21699935.17,81.5,-0.083
21699935.18,81.75,-0.082
21699935.09,81.75,-0.086
21699935.16,81.75,-0.083
21699935.11,81.75,-0.085
21699935,82,-0.09
21699934.92,82,-0.094
21699934.88,82.25,-0.096
21699934.83,82.25,-0.098
21699934.78,82.5,-0.101
21699934.71,82.5,-0.104
21699934.63,82.75,-0.107
21699934.57,82.75,-0.11
21699934.55,82.75,-0.111
21699934.3,83,-0.123
21699934.29,83.25,-0.123
21699934.12,83.25,-0.131
21699933.94,83.25,-0.139
21699933.83,83.5,-0.144
21699933.78,83.5,-0.146
21699933.63,83.75,-0.154
21699933.54,83.75,-0.158
21699933.37,84,-0.166
21699933.29,84,-0.169
21699933.19,84.25,-0.174
21699933.11,84.25,-0.177
21699933.2,84.25,-0.173
21699933.14,84.25,-0.176
21699933.06,84.5,-0.18
21699932.95,84.5,-0.185
21699932.86,84.5,-0.189
21699932.76,84.75,-0.194
21699932.67,84.75,-0.198
21699932.47,84.5,-0.207
21699932.43,84.75,-0.209
21699932.39,85,-0.211
21699932.33,85,-0.213
21699932.22,85,-0.218
21699932.18,85,-0.22
21699932.14,85.25,-0.222
21699932.01,85.25,-0.228
21699931.97,85.25,-0.23
21699931.95,85.25,-0.231
21699931.9,85.25,-0.233
21699931.92,85.25,-0.233
21699932.12,85,-0.223
21699932.31,85,-0.214
21699932.52,84.75,-0.205
21699932.77,84.75,-0.193
21699932.98,84.5,-0.183
21699933.31,84.25,-0.168
21699933.58,84,-0.156
21699933.89,83.5,-0.141
21699934.31,83.25,-0.122
21699934.63,82.75,-0.108
21699935.02,82.25,-0.09
21699935.26,81.75,-0.079
21699935.52,81.25,-0.066
21699935.81,80.75,-0.053
21699936.04,80.25,-0.043
21699936.34,79.75,-0.029
21699936.6,79.25,-0.017
21699936.92,78.5,-0.002
21699937.13,78,0.008
21699937.46,77.5,0.023
21699937.72,76.75,0.035
21699938.11,76,0.053
21699938.49,75.5,0.071
21699938.75,74.75,0.083
21699939.14,74,0.1
21699939.41,73.5,0.113
21699939.63,72.75,0.123
21699939.97,72,0.139
21699940.14,71.25,0.146
21699940.35,70.5,0.156
21699940.46,69.75,0.161
21699940.61,69,0.168
21699940.65,68.25,0.17
21699940.73,67.5,0.173
21699940.73,66.75,0.174
21699940.74,66,0.174
21699940.71,65.25,0.173
21699940.71,64.5,0.173
21699940.71,63.75,0.173
21699940.75,62.75,0.175
21699940.79,62,0.176
21699940.75,61.25,0.174
21699940.64,60.5,0.169
21699940.59,59.5,0.167
21699940.5,58.75,0.163
21699940.41,58,0.159
21699940.3,57.25,0.154
21699940.17,56.25,0.148
21699939.95,55.5,0.138
21699939.73,54.75,0.127
21699939.48,53.75,0.116
21699939.13,53,0.1
21699938.84,52.25,0.087
21699938.45,51.5,0.069
21699938.1,50.5,0.052
21699937.74,49.75,0.036
21699937.32,48.75,0.016
21699936.91,48,-0.003
21699936.41,47.25,-0.025
21699935.95,46.25,-0.047
21699935.46,45.5,-0.069
21699935.08,44.5,-0.087
21699934.66,43.75,-0.106
21699934.31,43,-0.122
21699933.96,42,-0.138
21699933.65,41.25,-0.153
21699933.36,40.25,-0.166
21699933.03,39.5,-0.181
21699932.72,38.5,-0.196
21699932.39,37.75,-0.211
21699932.02,36.75,-0.228
21699931.69,36,-0.243
21699931.48,35,-0.253
21699931.32,34.25,-0.26
21699931.05,33.25,-0.272
21699931,32.5,-0.275
21699930.96,31.5,-0.277
21699930.9,30.75,-0.279
21699930.92,29.75,-0.278
21699930.84,29,-0.282
21699930.97,28,-0.276
21699930.99,27,-0.275
21699930.97,26.25,-0.276
21699931.17,25.5,-0.267
21699931.32,24.5,-0.26
21699931.43,23.5,-0.255
21699931.32,22.75,-0.26
21699931.49,22,-0.252
21699931.5,21,-0.252
21699931.7,20,-0.243
21699931.55,19.25,-0.249
21699931.7,18.5,-0.243
21699931.77,17.5,-0.239
21699931.85,16.5,-0.235
21699931.88,15.75,-0.234
21699932.05,15,-0.227
21699932.2,14,-0.22
21699932.4,13.25,-0.21
21699932.55,12.25,-0.204
21699932.63,11.5,-0.2
21699932.89,10.5,-0.188
21699933.08,9.75,-0.179
21699933.42,8.75,-0.163
21699933.57,8,-0.156
21699933.87,7,-0.142
21699934.19,6,-0.128
21699934.37,5,-0.119
21699934.63,4.25,-0.107
21699934.76,3.5,-0.101
21699935.03,2.25,-0.089
21699935.05,1.5,-0.088
21699935.19,0.5,-0.082
21699935.25,-0.25,-0.079
21699935.21,-1,-0.081
21699935.19,-2,-0.082
21699935.17,-2.75,-0.083
21699934.99,-3.5,-0.091
21699934.82,-4.25,-0.099
21699934.7,-5,-0.104
21699934.47,-5.75,-0.115
21699934.35,-6.5,-0.12
21699934.12,-7.25,-0.131
21699933.95,-7.75,-0.139
21699933.6,-8.5,-0.155
21699933.42,-9.25,-0.163
21699933.29,-9.75,-0.169
21699933.07,-10.25,-0.18
21699933.07,-11,-0.179
21699932.83,-11.5,-0.19
21699932.66,-12,-0.198
21699932.62,-12.5,-0.2
21699932.5,-13,-0.206
21699932.39,-13.5,-0.211
21699932.28,-13.75,-0.216
21699932.2,-14.25,-0.22
21699932.16,-14.75,-0.221
21699932.11,-15,-0.224
21699932.03,-15.25,-0.227
21699932.02,-15.75,-0.228
21699932.05,-16,-0.227
21699932.05,-16.25,-0.226
21699932.05,-16.75,-0.226
21699932.11,-17,-0.224
21699932.18,-17.25,-0.22
21699932.22,-17.5,-0.219
21699932.23,-17.75,-0.218
21699932.3,-18,-0.215
21699932.4,-18.25,-0.21
21699932.45,-18.5,-0.208
21699932.36,-18.75,-0.212
21699932.52,-19,-0.205
21699932.56,-19.25,-0.203
21699932.66,-19.25,-0.198
21699932.77,-19.5,-0.193
21699932.78,-19.75,-0.193
21699932.76,-19.75,-0.194
21699932.98,-20,-0.184
21699933.02,-20.25,-0.182
21699933.04,-20.25,-0.181
21699933.09,-20.5,-0.178
21699933.11,-20.5,-0.178
21699933.13,-20.75,-0.177
21699933.24,-20.75,-0.172
21699933.32,-21,-0.168
21699933.32,-21.25,-0.168
21699933.44,-21.25,-0.162
21699933.53,-21.25,-0.158
21699933.56,-21.5,-0.157
21699933.55,-21.5,-0.158
21699933.7,-21.75,-0.15
21699933.64,-21.75,-0.153
21699933.65,-22,-0.153
21699933.77,-22,-0.147
21699933.79,-22,-0.146
21699933.7,-22.25,-0.15
21699933.77,-22.25,-0.147
21699933.86,-22.25,-0.143
21699933.89,-22.5,-0.142
21699933.93,-22.5,-0.14
21699933.96,-22.25,-0.138
21699934.04,-22.5,-0.135
21699934.09,-22.75,-0.133
21699934.18,-22.5,-0.128
21699934.17,-22.75,-0.129
21699934.11,-22.5,-0.132
21699934.19,-23,-0.128
21699934.19,-23,-0.128
21699934.3,-23,-0.123
21699934.3,-22.75,-0.123
21699934.36,-23,-0.12
21699934.35,-23,-0.121
21699934.39,-23.25,-0.118
21699934.43,-23.25,-0.117
21699934.39,-23,-0.119
21699934.48,-23.25,-0.114
21699934.54,-23.5,-0.112
21699934.56,-23.5,-0.111
21699934.55,-23.5,-0.111
21699934.58,-23.5,-0.11
21699934.58,-23.25,-0.11
21699934.65,-23.5,-0.106
21699934.61,-23.75,-0.108
21699934.63,-23.75,-0.108
21699934.66,-23.75,-0.106
21699934.7,-23.75,-0.104
21699934.7,-23.75,-0.104
21699934.76,-23.75,-0.102
21699934.76,-23.75,-0.101
21699934.71,-23.75,-0.104
21699934.75,-24,-0.102
21699934.79,-24,-0.1
21699934.83,-24,-0.098
21699934.8,-24,-0.1
21699934.85,-24,-0.097
21699934.82,-24.25,-0.099
21699934.89,-24.25,-0.096
21699934.79,-24.25,-0.1
21699934.87,-24,-0.096
21699934.87,-24.25,-0.096
21699934.87,-24.25,-0.096
21699934.85,-24.25,-0.098
21699934.91,-24.25,-0.095
21699934.92,-24.25,-0.094
21699934.93,-24.25,-0.094
21699934.96,-24.5,-0.092
21699934.95,-24.5,-0.093
21699934.89,-24.25,-0.095
21699934.92,-24.5,-0.094
21699934.92,-24.25,-0.094
21699934.99,-24.5,-0.091
21699935.05,-24.5,-0.088
21699935.11,-24.5,-0.085
21699935.11,-24.5,-0.085
21699935.17,-24.75,-0.083
21699935.14,-24.75,-0.084
21699935.23,-24.75,-0.08
21699935.3,-24.5,-0.077
21699935.48,-24.5,-0.068
21699935.59,-24.5,-0.063
21699935.57,-24.75,-0.064
21699935.62,-24.5,-0.062
21699935.66,-24.5,-0.06
21699935.77,-24.5,-0.055
21699935.82,-24.75,-0.053
21699935.8,-24.75,-0.053
21699935.9,-24.75,-0.049
21699935.82,-24.75,-0.053
21699935.73,-25,-0.057
21699935.83,-25,-0.052
21699935.82,-24.75,-0.053
21699935.8,-24.75,-0.053
21699935.73,-24.75,-0.057
21699935.76,-24.75,-0.055
21699935.76,-24.75,-0.056
21699935.74,-24.75,-0.056
21699935.74,-25,-0.057
21699935.73,-24.75,-0.057
21699935.71,-24.75,-0.058
21699935.67,-25,-0.059
21699935.75,-25,-0.056
21699935.75,-24.75,-0.056
21699935.67,-25,-0.06
21699935.7,-25,-0.058
21699935.55,-25,-0.065
21699935.58,-25,-0.064
21699935.57,-25.25,-0.064
21699935.66,-25,-0.06
21699935.65,-25.25,-0.06
21699935.66,-25.25,-0.06
21699935.62,-25,-0.062
21699935.62,-25.25,-0.062
21699935.65,-25.25,-0.06
21699935.62,-25.25,-0.062
21699935.6,-25.25,-0.063
21699935.78,-25,-0.055
21699935.81,-25.25,-0.053
21699935.76,-25.25,-0.055
21699935.83,-25.25,-0.052
21699935.83,-25.25,-0.052
21699935.66,-25.25,-0.06
21699935.72,-25.25,-0.057
21699935.68,-25,-0.059
21699935.77,-25.25,-0.055
21699935.71,-25.25,-0.058
21699935.67,-25.25,-0.06
21699935.75,-25.25,-0.056
21699935.75,-25.25,-0.056
21699935.71,-25.5,-0.058
21699935.71,-25.25,-0.058
21699935.77,-25.5,-0.055
21699935.71,-25.5,-0.058
21699935.7,-25.5,-0.058
21699935.7,-25.5,-0.058
21699935.7,-25.5,-0.058
21699935.65,-25.25,-0.061
21699935.66,-25.5,-0.06
21699935.69,-25.5,-0.059
21699935.67,-25.5,-0.06
21699935.65,-25.5,-0.06
21699935.68,-25.5,-0.059
21699935.53,-25.25,-0.066
21699935.7,-25.5,-0.058
21699935.61,-25.5,-0.062
21699935.59,-25.5,-0.063
21699935.53,-25.5,-0.066
21699935.63,-25.5,-0.061
21699935.66,-25.5,-0.06
21699935.63,-25.5,-0.061
21699935.65,-25.5,-0.061
21699935.62,-25.5,-0.062
21699935.65,-25.5,-0.061
21699935.75,-25.5,-0.056
21699935.72,-25.5,-0.057
21699935.73,-25.5,-0.057
21699935.65,-25.5,-0.061
21699935.72,-25.5,-0.057
21699935.71,-25.5,-0.058
21699935.7,-25.25,-0.058
21699935.63,-25.5,-0.061
21699935.61,-25.25,-0.062
21699935.71,-25.5,-0.058
21699935.75,-25.5,-0.056
21699935.71,-25.25,-0.058
21699935.71,-25.5,-0.058
21699935.73,-25.5,-0.057
21699935.73,-25.5,-0.057
21699935.79,-25.5,-0.054
21699935.83,-25.5,-0.052
21699935.84,-25.75,-0.052
21699935.84,-25.5,-0.052
21699935.89,-25.75,-0.049
21699935.9,-25.5,-0.049
21699935.91,-25.5,-0.048
21699935.95,-25.75,-0.047
21699935.98,-25.5,-0.045
21699935.99,-25.75,-0.045
21699935.94,-25.75,-0.047
21699935.88,-25.75,-0.05
21699935.93,-25.75,-0.047
21699936.02,-25.75,-0.043
21699936.02,-25.75,-0.043
21699936.04,-25.75,-0.042
21699936.07,-25.75,-0.041
21699936.15,-25.75,-0.037
21699936.21,-25.75,-0.035
21699936.39,-25.5,-0.026
21699936.14,-25.75,-0.038
21699936.17,-25.75,-0.036
21699936.08,-25.5,-0.04
21699936.03,-25.75,-0.043
21699936.04,-25.75,-0.043
21699936.07,-25.5,-0.041
21699936.07,-25.75,-0.041
21699936.02,-25.5,-0.043
21699936.01,-25.5,-0.044
21699935.94,-25.75,-0.047
21699936.03,-25.75,-0.043
21699936.11,-25.75,-0.039
21699935.98,-26,-0.045
21699936.01,-26,-0.044
21699936,-26.25,-0.044
21699935.98,-26.25,-0.045
21699936.2,-26.5,-0.035
21699936.24,-26.5,-0.033
21699936.22,-26.5,-0.034
21699936.34,-26.75,-0.029
21699936.56,-26.5,-0.018
21699936.69,-27,-0.013
21699936.8,-27,-0.007
21699936.88,-27.25,-0.004
21699937.03,-27.25,0.003
21699937.11,-27.25,0.007
21699937.16,-27.5,0.009
21699937.24,-27.75,0.013
21699937.31,-27.5,0.016
21699937.36,-27.75,0.018
21699937.49,-27.75,0.024
21699937.45,-28,0.023
21699937.56,-28.25,0.027
21699937.52,-28.25,0.026
21699937.65,-28.25,0.032
21699937.73,-28.25,0.035
21699937.76,-28.25,0.037
21699937.71,-28.75,0.034
21699937.79,-28.5,0.038
21699937.79,-29,0.038
21699937.88,-29,0.042
21699937.85,-28.75,0.041
21699937.83,-28.75,0.04
21699938.03,-29,0.049
21699938.02,-29,0.049
21699938.06,-29,0.051
21699937.97,-29.25,0.046
21699938.02,-29.25,0.049
21699938.01,-29.25,0.048
21699938.15,-29.25,0.055
21699938.16,-29.25,0.055
21699938.14,-29.25,0.054
21699938.17,-29.5,0.055
21699938.18,-29.5,0.056
21699938.15,-29.5,0.055
21699938.21,-29.5,0.057
21699938.08,-29.5,0.051
21699938.18,-29.75,0.056
21699938.25,-29.5,0.059
21699938.18,-29.75,0.056
21699938.2,-29.75,0.057
21699938.17,-29.75,0.055
21699938.28,-29.75,0.061
21699938.22,-29.75,0.058
21699938.22,-29.75,0.058
21699938.25,-29.75,0.059
21699938.31,-29.75,0.062
21699938.34,-29.75,0.064
21699938.31,-29.75,0.062
21699938.34,-29.75,0.063
21699938.32,-29.75,0.063
21699938.26,-29.75,0.06
21699938.25,-29.5,0.059
21699938.17,-29.25,0.056
21699938.17,-29,0.056
21699938.06,-28.75,0.051
21699937.89,-28.5,0.043
21699937.82,-28.25,0.04
21699937.69,-27.75,0.034
21699937.61,-27.25,0.03
21699937.48,-27,0.024
21699937.48,-27,0.024
21699937.24,-26,0.013
21699937,-25.5,0.001
21699936.8,-25,-0.007
21699936.56,-24.5,-0.018
21699936.42,-24,-0.025
21699936.13,-23.25,-0.038
21699935.94,-22.5,-0.047
21699935.75,-22,-0.056
21699935.49,-21.25,-0.068
21699935.3,-20.75,-0.077
21699935.16,-20,-0.083
21699934.91,-19.25,-0.095
21699934.68,-18.5,-0.105
21699934.6,-17.75,-0.109
21699934.48,-17,-0.114
21699934.45,-16.25,-0.116
21699934.39,-15.5,-0.119
21699934.42,-14.75,-0.117
21699934.51,-14,-0.113
21699934.58,-13,-0.11
21699934.77,-12.25,-0.101
21699934.85,-11.5,-0.098
21699934.98,-10.5,-0.091
21699935.15,-9.75,-0.083
21699935.37,-9,-0.073
21699935.7,-8.25,-0.058
21699936.01,-7.5,-0.044
21699936.16,-6.5,-0.037
21699936.44,-5.75,-0.024
21699936.71,-4.75,-0.012
21699936.8,-4,-0.008
21699936.98,-3,0.001
21699936.98,-3,0.001
21699937.31,-1.25,0.016
21699937.32,-0.75,0.017
21699937.27,0.25,0.014
21699937.37,1.25,0.019
21699937.4,2,0.02
21699937.19,3,0.01
21699937.06,3.75,0.004
21699936.9,4.75,-0.003
21699936.77,5.5,-0.009
21699936.48,6.5,-0.022
21699936.26,7.25,-0.032
21699935.91,8,-0.048
21699935.74,8.75,-0.056
21699935.53,9.5,-0.066
21699935.33,10.25,-0.075
21699935.06,11,-0.088
21699934.96,11.75,-0.092
21699934.83,12.5,-0.098
21699934.75,13.25,-0.102
21699934.5,13.75,-0.113
21699934.33,14.5,-0.121
21699934.18,15.25,-0.128
21699934.11,15.75,-0.132
21699933.98,16.25,-0.137
21699933.92,17,-0.14
21699933.71,17.5,-0.15
21699933.62,18,-0.154
21699933.59,18.5,-0.155
21699933.41,19,-0.164
21699933.44,19.5,-0.162
21699933.29,20,-0.169
21699933.34,20.5,-0.167
21699933.21,20.75,-0.173
21699933.23,21.25,-0.172
21699933.13,21.5,-0.177
21699932.96,22,-0.185
21699932.92,22.25,-0.186
21699932.87,22.5,-0.189
21699932.94,23,-0.186
21699932.88,23.25,-0.188
21699932.85,23.5,-0.189
21699932.82,23.75,-0.191
21699932.77,24,-0.193
21699932.67,24.25,-0.198
21699932.58,24.5,-0.202
21699932.65,24.75,-0.199
21699932.54,25,-0.204
21699932.54,25.25,-0.204
21699932.54,25.5,-0.204
21699932.48,25.5,-0.206
21699932.37,25.75,-0.212
21699932.36,26,-0.212
