Ref Frequency,Temp,
21699933.05,80.25,-0.013
21699932.91,80,-0.019
21699932.95,80.25,-0.017
21699932.85,80.25,-0.022
21699932.84,80.25,-0.023
21699932.82,80.25,-0.024
21699932.64,80.25,-0.031
21699932.77,80.25,-0.025
21699932.68,80.5,-0.03
21699932.61,80.25,-0.033
21699932.46,80.5,-0.04
21699932.49,80.5,-0.039
21699932.41,80.25,-0.042
21699932.47,80.5,-0.04
21699932.3,80.5,-0.047
21699932.34,80.5,-0.045
21699932.2,80.5,-0.052
21699932.27,80.5,-0.049
21699932.2,80.75,-0.052
21699932.1,80.75,-0.056
21699932.08,80.75,-0.057
21699932.12,80.75,-0.055
21699932.2,80.75,-0.052
21699932.27,80.75,-0.048
21699932.31,80.75,-0.047
21699932.35,80.75,-0.045
21699932.33,80.75,-0.046
21699932.48,80.75,-0.039
21699932.46,80.75,-0.04
21699932.41,80.75,-0.042
21699932.59,80.75,-0.034
21699932.61,80.75,-0.033
21699932.75,81,-0.026
21699932.76,81,-0.026
21699932.7,80.75,-0.029
21699932.7,81,-0.029
21699932.65,81,-0.031
21699932.58,81,-0.034
21699932.61,81,-0.033
21699932.62,81,-0.033
21699932.59,81,-0.034
21699932.47,81,-0.039
21699932.45,81,-0.04
21699932.44,81,-0.041
21699932.35,81,-0.045
21699932.39,81,-0.043
21699932.38,81,-0.044
21699932.38,81,-0.044
21699932.37,81,-0.044
21699932.29,81,-0.048
21699932.34,81,-0.046
21699932.35,81,-0.045
21699932.15,81,-0.054
21699932.16,81,-0.054
21699932.18,81,-0.053
21699932.05,81,-0.059
21699932.04,81,-0.059
21699931.97,81,-0.063
21699932.02,81,-0.06
21699931.95,81,-0.063
21699931.81,81,-0.07
21699932.06,81.25,-0.058
21699932.12,81,-0.055
21699932.16,81,-0.054
21699932.18,81,-0.053
21699932.23,81.25,-0.05
21699932.25,81.25,-0.05
21699932.32,81.25,-0.046
21699932.37,81.25,-0.044
21699932.4,81.25,-0.043
21699932.37,81.25,-0.044
21699932.44,81.25,-0.041
21699932.43,81.25,-0.041
21699932.36,81.25,-0.044
21699932.45,81.25,-0.04
21699932.45,81.25,-0.04
21699932.42,81.25,-0.042
21699932.24,81.25,-0.05
21699932.08,81.25,-0.058
21699931.95,81.25,-0.063
21699931.95,81.25,-0.063
21699931.95,81.25,-0.063
21699932.02,81.25,-0.06
21699931.98,81.25,-0.062
21699931.98,81.25,-0.062
21699931.93,81.25,-0.064
21699931.96,81.25,-0.063
21699931.94,81.25,-0.064
21699931.97,81.25,-0.062
21699931.89,81.25,-0.066
21699931.93,81.25,-0.065
21699931.84,81.25,-0.068
21699931.83,81.25,-0.069
21699931.85,81.5,-0.068
21699931.8,81.25,-0.07
21699931.85,81.5,-0.068
21699931.8,81.25,-0.07
21699931.77,81.25,-0.072
21699931.74,81.25,-0.073
21699931.62,81.25,-0.079
21699931.57,81.5,-0.081
21699931.51,81.25,-0.084
21699931.43,81.5,-0.087
21699931.31,81.5,-0.093
21699931.36,81.5,-0.091
21699931.27,81.5,-0.095
21699931.33,81.5,-0.092
21699931.26,81.5,-0.095
21699931.35,81.5,-0.091
21699931.33,81.5,-0.092
21699931.3,81.5,-0.093
21699931.2,81.5,-0.098
21699931.25,81.5,-0.096
21699931.23,81.5,-0.097
21699931.13,81.5,-0.101
21699931.23,81.5,-0.097
21699931.25,81.5,-0.096
21699931.13,81.5,-0.101
21699931.22,81.5,-0.097
21699931.13,81.5,-0.101
21699931.13,81.5,-0.101
21699930.93,81.5,-0.11
21699930.91,81.5,-0.111
21699930.83,81.5,-0.115
21699930.94,81.5,-0.11
21699930.92,81.5,-0.111
21699930.83,81.5,-0.115
21699930.85,81.5,-0.114
21699930.92,81.5,-0.111
21699930.88,81.5,-0.113
21699930.84,81.5,-0.115
21699930.93,81.5,-0.111
21699930.85,81.5,-0.114
21699930.82,81.5,-0.115
21699930.73,81.75,-0.119
21699930.77,81.75,-0.118
21699930.65,81.75,-0.123
21699930.67,81.75,-0.122
21699930.59,82,-0.126
21699930.45,82,-0.132
21699930.38,82,-0.136
21699930.32,82.25,-0.139
21699930.27,82.25,-0.141
21699930.17,82.5,-0.146
21699930.01,82.5,-0.153
21699929.95,82.75,-0.155
21699929.84,82.75,-0.16
21699929.75,83,-0.165
21699929.55,83,-0.174
21699929.47,83.25,-0.178
21699929.24,83.25,-0.188
21699929.08,83.5,-0.196
21699929.02,83.5,-0.199
21699928.89,83.5,-0.204
21699928.75,83.75,-0.211
21699928.65,83.75,-0.215
21699928.5,84,-0.223
21699928.4,84,-0.227
21699928.28,84.25,-0.232
21699928.21,84.25,-0.236
21699928.29,84.25,-0.232
21699928.22,84.5,-0.235
21699928.18,84.5,-0.237
21699928.12,84.5,-0.24
21699928.04,84.75,-0.244
21699927.92,84.75,-0.249
21699927.89,84.75,-0.25
21699927.69,84.75,-0.26
21699927.64,84.75,-0.262
21699927.7,85,-0.259
21699927.67,85,-0.261
21699927.5,85,-0.269
21699927.45,85,-0.271
21699927.46,85.25,-0.27
21699927.32,85.25,-0.277
21699927.34,85.25,-0.276
21699927.35,85.25,-0.276
21699927.33,85.25,-0.276
21699927.34,85.25,-0.276
21699927.47,85,-0.27
21699927.63,85,-0.263
21699927.73,84.75,-0.258
21699927.95,84.75,-0.248
21699928.17,84.5,-0.238
21699928.47,84.25,-0.224
21699928.59,83.75,-0.218
21699928.99,83.5,-0.2
21699929.34,83.25,-0.183
21699929.75,82.75,-0.165
21699930.17,82.25,-0.145
21699930.51,81.75,-0.13
21699930.93,81.5,-0.111
21699931.32,80.75,-0.093
21699931.68,80.25,-0.076
21699932.07,79.75,-0.058
21699932.4,79.25,-0.043
21699932.84,78.5,-0.022
21699933.04,78,-0.013
21699933.34,77.5,0.001
21699933.61,76.75,0.013
21699933.92,76,0.027
21699934.24,75.25,0.042
21699934.47,74.75,0.053
21699934.74,74,0.065
21699934.96,73.25,0.075
21699935.17,72.75,0.085
21699935.42,72,0.097
21699935.53,71.25,0.101
21699935.72,70.5,0.111
21699935.77,69.75,0.113
21699935.93,69,0.12
21699935.96,68.25,0.121
21699936.03,67.5,0.125
21699936.05,66.75,0.125
21699936.03,66,0.124
21699936.01,65.25,0.124
21699936.04,64.5,0.125
21699936.04,63.75,0.125
21699936.09,62.75,0.127
21699936.18,62,0.132
21699936.15,61.25,0.13
21699936.11,60.5,0.128
21699936.08,59.5,0.127
21699935.92,58.75,0.12
21699935.91,58,0.119
21699935.82,57,0.115
21699935.63,56.25,0.106
21699935.43,55.5,0.097
21699935.19,54.75,0.086
21699934.96,53.75,0.075
21699934.57,53,0.057
21699934.3,52.25,0.045
21699933.89,51.25,0.026
21699933.48,50.5,0.007
21699933.09,49.75,-0.011
21699932.62,48.75,-0.032
21699932.21,48,-0.052
21699931.63,47.25,-0.078
21699931.23,46.25,-0.097
21699930.64,45.5,-0.124
21699930.19,44.5,-0.145
21699929.75,43.75,-0.165
21699929.36,42.75,-0.183
21699928.98,42,-0.2
21699928.65,41,-0.215
21699928.42,40.25,-0.226
21699928.18,39.5,-0.237
21699927.82,38.5,-0.254
21699927.58,37.75,-0.265
21699927.28,36.75,-0.279
21699926.91,36,-0.296
21699926.56,35,-0.312
21699926.28,34,-0.325
21699926.01,33.25,-0.337
21699925.9,32.25,-0.342
21699925.82,31.5,-0.346
21699925.73,30.75,-0.35
21699925.69,29.75,-0.352
21699925.57,28.75,-0.357
21699925.66,28,-0.353
21699925.67,27,-0.353
21699925.65,26.25,-0.354
21699925.76,25.25,-0.349
21699925.84,24.5,-0.345
21699925.93,23.5,-0.341
21699925.78,22.75,-0.348
21699925.91,21.75,-0.342
21699925.95,21,-0.34
21699926.1,20,-0.333
21699926.01,19.25,-0.337
21699926.1,18.25,-0.333
21699926.16,17.5,-0.33
21699926.21,16.5,-0.328
21699926.28,15.75,-0.325
21699926.49,15,-0.315
21699926.59,14,-0.31
21699926.75,13.25,-0.303
21699926.88,12.25,-0.297
21699926.98,11.5,-0.293
21699927.22,10.5,-0.281
21699927.43,9.75,-0.272
21699927.72,8.75,-0.258
21699927.89,7.75,-0.251
21699928.14,7,-0.239
21699928.45,6,-0.225
21699928.68,5,-0.214
21699928.93,4.25,-0.203
21699929.05,3.25,-0.197
21699929.29,2.25,-0.186
21699929.32,1.5,-0.185
21699929.48,0.5,-0.177
21699929.52,-0.25,-0.175
21699929.51,-1.25,-0.176
21699929.45,-2,-0.179
21699929.45,-2.75,-0.178
21699929.3,-3.5,-0.186
21699929.13,-4.25,-0.193
21699929.07,-5,-0.196
21699928.86,-5.75,-0.206
21699928.75,-6.5,-0.211
21699928.56,-7.25,-0.22
21699928.45,-8,-0.225
21699928.18,-8.5,-0.237
21699928.01,-9.25,-0.245
21699927.9,-9.75,-0.25
21699927.78,-10.5,-0.256
21699927.76,-11,-0.257
21699927.59,-11.5,-0.264
21699927.41,-12,-0.273
21699927.38,-12.5,-0.274
21699927.35,-13,-0.276
21699927.23,-13.5,-0.281
21699927.14,-13.75,-0.285
21699927.06,-14.25,-0.289
21699926.98,-14.75,-0.292
21699926.89,-15,-0.297
21699926.85,-15.25,-0.299
21699926.76,-15.75,-0.303
21699926.74,-16,-0.303
21699926.72,-16.25,-0.304
21699926.67,-16.75,-0.307
21699926.68,-17,-0.306
21699926.74,-17.25,-0.303
21699926.68,-17.5,-0.306
21699926.69,-17.75,-0.306
21699926.66,-18,-0.307
21699926.69,-18.25,-0.306
21699926.65,-18.5,-0.308
21699926.48,-18.75,-0.315
21699926.59,-19,-0.311
21699926.57,-19.25,-0.311
21699926.61,-19.25,-0.31
21699926.65,-19.25,-0.308
21699926.63,-19.75,-0.309
21699926.52,-19.75,-0.313
21699926.71,-20,-0.305
21699926.69,-20.25,-0.306
21699926.66,-20.25,-0.307
21699926.68,-20.5,-0.306
21699926.64,-20.75,-0.308
21699926.62,-20.75,-0.309
21699926.7,-21,-0.305
21699926.78,-21,-0.302
21699926.73,-21.25,-0.304
21699926.75,-21.25,-0.303
21699926.83,-21.25,-0.3
21699926.82,-21.5,-0.3
21699926.79,-21.5,-0.301
21699926.88,-21.75,-0.297
21699926.82,-21.75,-0.3
21699926.79,-21.75,-0.301
21699926.84,-21.75,-0.299
21699926.87,-21.75,-0.298
21699926.79,-22.25,-0.301
21699926.85,-22,-0.299
21699926.89,-22.25,-0.296
21699926.93,-22.25,-0.295
21699926.9,-22.5,-0.296
21699926.89,-22.25,-0.297
21699926.96,-22.5,-0.294
21699926.98,-22.75,-0.292
21699927.02,-22.5,-0.291
21699926.98,-22.75,-0.293
21699927.01,-22.75,-0.291
21699927,-23,-0.291
21699927.03,-23,-0.29
21699927.08,-23,-0.288
21699927.08,-22.75,-0.288
21699927.1,-23.25,-0.287
21699927.07,-23.25,-0.288
21699927.14,-23.25,-0.285
21699927.41,-23,-0.273
21699927.39,-23.25,-0.273
21699927.42,-23.25,-0.272
21699927.46,-23.5,-0.27
21699927.46,-23.5,-0.27
21699927.45,-23.5,-0.271
21699927.47,-23.25,-0.27
21699927.43,-23.5,-0.272
21699927.54,-23.75,-0.267
21699927.47,-23.5,-0.27
21699927.5,-23.75,-0.269
21699927.52,-23.5,-0.268
21699927.55,-23.75,-0.266
21699927.54,-23.75,-0.267
21699927.59,-23.75,-0.264
21699927.54,-24,-0.267
21699927.5,-24,-0.269
21699927.53,-24,-0.267
21699927.55,-24,-0.266
21699927.59,-24,-0.264
21699927.63,-24,-0.262
21699927.66,-24,-0.261
21699927.61,-24,-0.263
21699927.68,-24.25,-0.26
21699927.57,-24.25,-0.265
21699927.58,-24.25,-0.265
21699927.58,-24.25,-0.265
21699927.61,-24.25,-0.263
21699927.54,-24,-0.266
21699927.57,-24.25,-0.265
21699927.62,-24.25,-0.263
21699927.61,-24.25,-0.264
21699927.69,-24.5,-0.26
21699927.67,-24.5,-0.261
21699927.58,-24.5,-0.265
21699927.61,-24.5,-0.263
21699927.56,-24.5,-0.266
21699927.67,-24.5,-0.261
21699927.7,-24.5,-0.259
21699927.69,-24.5,-0.26
21699927.72,-24.5,-0.258
21699927.8,-24.5,-0.255
21699927.72,-24.75,-0.258
21699927.85,-24.75,-0.252
21699927.95,-24.75,-0.248
21699928.09,-24.5,-0.241
21699928.19,-24.5,-0.236
21699928.22,-24.75,-0.235
21699928.26,-24.5,-0.233
21699928.29,-24.75,-0.232
21699928.37,-24.5,-0.228
21699928.37,-24.75,-0.228
21699928.39,-24.75,-0.227
21699928.51,-24.5,-0.222
21699928.38,-24.75,-0.228
21699928.31,-24.75,-0.231
21699928.41,-25,-0.227
21699928.37,-25,-0.228
21699928.36,-24.75,-0.229
21699928.3,-24.75,-0.232
21699928.35,-25,-0.229
21699928.31,-25,-0.231
21699928.29,-24.75,-0.232
21699928.29,-24.75,-0.232
21699928.25,-24.75,-0.234
21699928.27,-24.75,-0.233
21699928.23,-25,-0.235
21699928.27,-25,-0.233
21699928.29,-25,-0.232
21699928.22,-24.75,-0.235
21699928.3,-25,-0.232
21699928.1,-25,-0.241
21699928.15,-25,-0.239
21699928.13,-25.25,-0.239
21699928.2,-25.25,-0.236
21699928.18,-25,-0.237
21699928.21,-25.25,-0.236
21699928.22,-25.25,-0.235
21699928.18,-25.25,-0.237
21699928.2,-25.25,-0.236
21699928.17,-25.25,-0.237
21699928.18,-25.25,-0.237
21699928.27,-25,-0.233
21699928.37,-25,-0.228
21699928.3,-25,-0.232
21699928.38,-25.25,-0.228
21699928.37,-25.25,-0.228
21699928.2,-25.25,-0.236
21699928.23,-25.25,-0.235
21699928.23,-25,-0.235
21699928.31,-25.25,-0.231
21699928.23,-25.25,-0.235
21699928.23,-25.25,-0.235
21699928.26,-25.25,-0.233
21699928.28,-25.25,-0.233
21699928.28,-25.25,-0.232
21699928.22,-25.25,-0.235
21699928.31,-25.25,-0.231
21699928.21,-25.5,-0.236
21699928.27,-25.5,-0.233
21699928.27,-25.5,-0.233
21699928.26,-25.5,-0.234
21699928.21,-25.5,-0.236
21699928.24,-25.5,-0.234
21699928.26,-25.5,-0.233
21699928.23,-25.5,-0.235
21699928.2,-25.5,-0.236
21699928.27,-25.5,-0.233
21699928.09,-25.25,-0.241
21699928.28,-25.25,-0.233
21699928.16,-25.5,-0.238
21699928.15,-25.5,-0.239
21699928.07,-25.5,-0.242
21699928.16,-25.5,-0.238
21699928.21,-25.25,-0.236
21699928.19,-25.5,-0.237
21699928.2,-25.5,-0.236
21699928.16,-25.5,-0.238
21699928.19,-25.5,-0.237
21699928.28,-25.5,-0.232
21699928.26,-25.25,-0.233
21699928.29,-25.5,-0.232
21699928.21,-25.5,-0.236
21699928.25,-25.5,-0.234
21699928.27,-25.5,-0.233
21699928.25,-25.5,-0.234
21699928.22,-25.5,-0.235
21699928.18,-25.25,-0.237
21699928.19,-25.5,-0.237
21699928.28,-25.5,-0.233
21699928.24,-25.5,-0.234
21699928.24,-25.25,-0.234
21699928.26,-25.5,-0.233
21699928.27,-25.5,-0.233
21699928.36,-25.5,-0.229
21699928.39,-25.5,-0.228
21699928.39,-25.5,-0.227
21699928.39,-25.5,-0.227
21699928.43,-25.5,-0.225
21699928.48,-25.5,-0.224
21699928.45,-25.75,-0.225
21699928.48,-25.75,-0.223
21699928.57,-25.75,-0.219
21699928.56,-25.75,-0.22
21699928.44,-25.5,-0.225
21699928.43,-25.5,-0.225
21699928.51,-25.75,-0.222
21699928.54,-25.75,-0.22
21699928.59,-25.75,-0.218
21699928.55,-25.75,-0.22
21699928.59,-25.75,-0.218
21699928.7,-25.5,-0.213
21699928.76,-25.75,-0.211
21699928.91,-25.5,-0.203
21699928.68,-25.75,-0.214
21699928.64,-25.5,-0.216
21699928.64,-25.5,-0.216
21699928.59,-25.5,-0.218
21699928.61,-25.5,-0.217
21699928.63,-25.5,-0.216
21699928.62,-25.75,-0.217
21699928.56,-25.5,-0.22
21699928.52,-25.5,-0.221
21699928.5,-25.75,-0.222
21699928.56,-25.75,-0.22
21699928.6,-25.75,-0.218
21699928.53,-26,-0.221
21699928.52,-26,-0.221
21699928.61,-26.25,-0.217
21699928.59,-26.25,-0.218
21699928.74,-26.25,-0.211
21699928.74,-26.25,-0.211
21699928.78,-26.5,-0.21
21699928.86,-26.75,-0.206
21699929.15,-26.75,-0.193
21699929.29,-27,-0.186
21699929.41,-27,-0.18
21699929.47,-27.25,-0.178
21699929.62,-27.25,-0.171
21699929.74,-27.25,-0.165
21699929.82,-27.5,-0.162
21699929.91,-27.5,-0.158
21699930.03,-27.5,-0.152
21699930.08,-28,-0.15
21699930.25,-27.75,-0.142
21699930.21,-28,-0.143
21699930.41,-28,-0.134
21699930.38,-28.25,-0.136
21699930.55,-28.25,-0.128
21699930.64,-28.25,-0.124
21699930.7,-28.75,-0.121
21699930.74,-28.5,-0.119
21699930.79,-28.5,-0.117
21699930.86,-28.75,-0.114
21699930.97,-28.75,-0.108
21699931,-28.75,-0.107
21699931.01,-28.75,-0.107
21699931.2,-29,-0.098
21699931.21,-29,-0.098
21699931.33,-29,-0.092
21699931.29,-29.25,-0.094
21699931.33,-29.25,-0.092
21699931.4,-29.25,-0.089
21699931.51,-29.25,-0.084
21699931.52,-29.25,-0.083
21699931.56,-29.25,-0.082
21699931.63,-29.5,-0.078
21699931.65,-29.5,-0.077
21699931.6,-29.5,-0.079
21699931.74,-29.5,-0.073
21699931.68,-29.5,-0.076
21699931.74,-29.5,-0.073
21699931.8,-29.5,-0.07
21699931.82,-29.75,-0.069
21699931.87,-29.75,-0.067
21699931.84,-29.75,-0.068
21699931.93,-29.75,-0.064
21699931.9,-29.75,-0.066
21699931.98,-29.75,-0.062
21699931.99,-29.75,-0.062
21699932.08,-29.75,-0.058
21699932.11,-29.75,-0.056
21699932.07,-29.75,-0.058
21699932.1,-29.75,-0.057
21699932.02,-30,-0.06
21699931.94,-29.75,-0.064
21699931.84,-29.5,-0.069
21699931.61,-29.25,-0.079
21699931.51,-29,-0.084
21699931.3,-28.75,-0.093
21699931.05,-28.5,-0.105
21699930.82,-28.25,-0.115
21699930.57,-28,-0.127
21699930.36,-27.25,-0.137
21699930.14,-27,-0.147
21699929.94,-26.75,-0.156
21699929.74,-26,-0.165
21699929.56,-25.5,-0.173
21699929.34,-25,-0.183
21699929.13,-24.5,-0.193
21699929.11,-23.75,-0.195
21699928.91,-23,-0.204
21699928.9,-22.5,-0.204
21699928.9,-22,-0.204
21699928.82,-21.25,-0.208
21699928.91,-20.75,-0.204
21699929.01,-20,-0.199
21699929.04,-19.25,-0.197
21699929.11,-18.5,-0.194
21699929.27,-17.75,-0.187
21699929.34,-17,-0.184
21699929.49,-16.25,-0.177
21699929.59,-15.5,-0.172
21699929.78,-14.75,-0.163
21699929.91,-14,-0.157
21699930.1,-13,-0.149
21699930.33,-12.25,-0.138
21699930.39,-11.5,-0.135
21699930.55,-10.5,-0.128
21699930.68,-9.75,-0.122
21699930.84,-9,-0.114
21699931.16,-8.25,-0.1
21699931.41,-7.25,-0.088
21699931.49,-6.5,-0.085
21699931.77,-5.5,-0.072
21699931.96,-4.75,-0.063
21699932.1,-4,-0.056
21699932.27,-3,-0.049
21699932.27,-3,-0.049
21699932.61,-1.25,-0.033
21699932.64,-0.5,-0.032
21699932.64,0.25,-0.032
21699932.71,1.25,-0.028
21699932.73,2,-0.028
21699932.55,3,-0.036
21699932.47,3.75,-0.039
21699932.38,4.75,-0.044
21699932.23,5.5,-0.05
21699931.96,6.5,-0.063
21699931.8,7.25,-0.07
21699931.5,8,-0.084
21699931.27,8.75,-0.095
21699931.07,9.5,-0.104
21699930.93,10.25,-0.11
21699930.72,11,-0.12
21699930.59,11.75,-0.126
21699930.46,12.5,-0.132
21699930.4,13.25,-0.135
21699930.13,13.75,-0.147
21699930,14.5,-0.153
21699929.84,15.25,-0.16
21699929.78,15.75,-0.163
21699929.7,16.25,-0.167
21699929.65,17,-0.169
21699929.45,17.5,-0.179
21699929.35,18,-0.183
21699929.36,18.5,-0.183
21699929.15,19,-0.192
21699929.16,19.5,-0.192
21699929.1,20,-0.195
21699929.13,20.5,-0.193
21699928.98,20.75,-0.2
21699929.01,21.25,-0.199
21699928.88,21.5,-0.205
21699928.74,22,-0.211
21699928.74,22.25,-0.211
21699928.67,22.75,-0.215
21699928.71,23,-0.213
21699928.69,23.25,-0.214
21699928.67,23.5,-0.215
21699928.7,23.75,-0.213
21699928.62,24,-0.217
21699928.54,24.25,-0.22
21699928.52,24.5,-0.221
21699928.54,24.75,-0.221
21699928.48,25,-0.223
21699928.47,25.25,-0.224
21699928.48,25.25,-0.223
21699928.42,25.5,-0.226
21699928.33,25.75,-0.23
21699928.33,26,-0.23
