PC Time,Alt,Press,Temp
10-21-2020  08:54:42,     114.9,100580.5,   24.7
10-21-2020  08:54:43,     114.3,100587.1,   24.7
10-21-2020  08:54:44,     114.4,100585.9,   24.7
10-21-2020  08:54:45,     114.6,100583.6,   24.7
10-21-2020  08:54:46,     114.6,100584.0,   24.7
10-21-2020  08:54:47,     114.3,100587.7,   24.7
10-21-2020  08:54:48,     114.3,100587.3,   24.7
10-21-2020  08:54:49,     114.3,100586.7,   24.7
10-21-2020  08:54:50,     129.2,100409.6,   24.7
10-21-2020  08:54:51,     779.7,92882.4,   24.8
10-21-2020  08:54:52,    1366.8,86486.6,   24.8
10-21-2020  08:54:53,    1887.3,81119.9,   24.8
10-21-2020  08:54:54,    2245.9,77581.8,   24.9
10-21-2020  08:54:55,    2144.9,78565.2,   24.9
10-21-2020  08:54:56,    2078.5,79218.2,   24.9
10-21-2020  08:54:57,    2037.2,79625.6,   24.9
10-21-2020  08:54:58,    2009.9,79896.2,   24.9
10-21-2020  08:54:59,    1992.2,80071.7,   24.9
10-21-2020  08:55:00,    1980.8,80185.0,   24.9
10-21-2020  08:55:01,    1972.2,80271.3,   24.8
10-21-2020  08:55:02,    1966.2,80330.7,   24.8
10-21-2020  08:55:03,    1961.2,80380.1,   24.9
10-21-2020  08:55:04,    1957.6,80416.0,   24.9
10-21-2020  08:55:05,    1955.0,80442.3,   24.8
10-21-2020  08:55:06,    1952.3,80469.7,   24.8
10-21-2020  08:55:07,    1950.8,80483.9,   24.8
10-21-2020  08:55:08,    1949.0,80502.0,   24.8
10-21-2020  08:55:09,    1946.9,80523.4,   24.8
10-21-2020  08:55:10,    1945.9,80533.2,   24.8
10-21-2020  08:55:11,    1945.0,80542.4,   24.8
10-21-2020  08:55:12,    1943.7,80555.6,   24.8
10-21-2020  08:55:13,    1942.5,80567.1,   24.9
10-21-2020  08:55:14,    1941.5,80577.2,   24.9
10-21-2020  08:55:15,    1940.7,80585.2,   24.9
10-21-2020  08:55:16,    1940.3,80589.2,   24.9
10-21-2020  08:55:17,    1940.3,80589.2,   24.9
10-21-2020  08:55:18,    2478.7,75352.8,   24.9
10-21-2020  08:55:19,    2977.1,70754.4,   24.9
10-21-2020  08:55:20,    3411.4,66935.5,   24.9
10-21-2020  08:55:21,    3789.1,63751.1,   25.0
10-21-2020  08:55:22,    4130.5,60979.5,   25.0
10-21-2020  08:55:23,    4446.5,58499.5,   25.0
10-21-2020  08:55:24,    4497.9,58104.4,   25.0
10-21-2020  08:55:25,    4432.6,58607.2,   25.0
10-21-2020  08:55:26,    4392.8,58914.6,   25.0
10-21-2020  08:55:27,    4370.4,59089.0,   25.0
10-21-2020  08:55:28,    4354.9,59209.3,   25.0
10-21-2020  08:55:29,    4344.4,59290.8,   25.0
10-21-2020  08:55:30,    4338.8,59334.5,   25.0
10-21-2020  08:55:31,    4333.2,59378.4,   25.0
10-21-2020  08:55:32,    4329.6,59406.1,   25.0
10-21-2020  08:55:33,    4327.0,59426.3,   25.0
10-21-2020  08:55:34,    4324.6,59445.6,   25.0
10-21-2020  08:55:35,    4322.0,59465.4,   25.0
10-21-2020  08:55:36,    4321.0,59473.4,   25.0
10-21-2020  08:55:37,    4319.4,59486.2,   25.0
10-21-2020  08:55:38,    4318.8,59490.9,   25.0
10-21-2020  08:55:39,    4317.5,59501.1,   25.0
10-21-2020  08:55:40,    4316.4,59509.4,   25.0
10-21-2020  08:55:41,    4316.0,59512.5,   25.0
10-21-2020  08:55:42,    4315.4,59517.0,   25.0
10-21-2020  08:55:43,    4314.3,59525.8,   25.0
10-21-2020  08:55:44,    4313.7,59530.6,   25.0
10-21-2020  08:55:45,    4313.0,59535.8,   25.0
10-21-2020  08:55:46,    4312.8,59537.5,   25.0
10-21-2020  08:55:47,    4311.2,59549.8,   25.0
10-21-2020  08:55:48,    4312.0,59544.1,   25.0
10-21-2020  08:55:49,    4310.7,59554.4,   25.0
10-21-2020  08:55:50,    4310.2,59557.8,   25.0
10-21-2020  08:55:51,    4309.9,59560.6,   25.0
10-21-2020  08:55:52,    4309.2,59566.0,   25.0
10-21-2020  08:55:53,    4308.3,59572.5,   25.0
10-21-2020  08:55:54,    4308.4,59572.4,   25.0
10-21-2020  08:55:55,    4308.0,59575.4,   25.0
10-21-2020  08:55:56,    4307.5,59578.7,   25.0
10-21-2020  08:55:57,    4306.8,59584.6,   25.0
10-21-2020  08:55:58,    4306.9,59583.9,   25.0
10-21-2020  08:55:59,    4406.9,58805.7,   25.0
10-21-2020  08:56:00,    4787.4,55918.9,   25.0
10-21-2020  08:56:01,    5112.9,53541.8,   25.0
10-21-2020  08:56:02,    5391.1,51575.2,   25.0
10-21-2020  08:56:03,    5625.8,49962.5,   25.1
10-21-2020  08:56:04,    5831.7,48580.9,   25.1
10-21-2020  08:56:05,    6016.0,47371.4,   25.1
10-21-2020  08:56:06,    6178.8,46322.6,   25.1
10-21-2020  08:56:07,    6323.7,45405.5,   25.1
10-21-2020  08:56:08,    6452.9,44600.0,   25.1
10-21-2020  08:56:09,    6566.9,43899.0,   25.1
10-21-2020  08:56:10,    6666.3,43295.1,   25.1
10-21-2020  08:56:11,    6755.6,42758.7,   25.1
10-21-2020  08:56:12,    6783.6,42591.0,   25.1
10-21-2020  08:56:13,    6759.0,42738.0,   25.1
10-21-2020  08:56:14,    6746.3,42813.8,   25.1
10-21-2020  08:56:15,    6735.0,42881.7,   25.1
10-21-2020  08:56:16,    6728.7,42919.7,   25.1
10-21-2020  08:56:17,    6724.8,42943.1,   25.1
10-21-2020  08:56:18,    6718.9,42978.5,   25.1
10-21-2020  08:56:19,    6716.9,42990.2,   25.1
10-21-2020  08:56:20,    6715.1,43001.1,   25.1
10-21-2020  08:56:21,    6712.3,43017.9,   25.1
10-21-2020  08:56:22,    6710.8,43027.1,   25.1
10-21-2020  08:56:23,    6709.2,43036.8,   25.1
