PC Time,Alt,Press,Temp
10-21-2020  08:54:33,54.9,100667.2,27.6
10-21-2020  08:54:34,54.8,100668.5,27.6
10-21-2020  08:54:35,54.9,100666.8,27.6
10-21-2020  08:54:36,54.9,100666.6,27.6
10-21-2020  08:54:37,54.9,100666.7,27.6
10-21-2020  08:54:38,55.5,100660,27.6
10-21-2020  08:54:38,54.8,100668.5,27.7
10-21-2020  08:54:39,55.2,100663.3,27.6
10-21-2020  08:54:40,55.3,100662.1,27.6
10-21-2020  08:54:41,54.6,100670.4,27.7
10-21-2020  08:54:42,55.2,100663.5,27.6
10-21-2020  08:54:43,55.5,100660.4,27.6
10-21-2020  08:54:44,54.8,100667.9,27.7
10-21-2020  08:54:45,55,100666.1,27.7
10-21-2020  08:54:46,54.6,100670.6,27.7
10-21-2020  08:54:47,54.9,100666.7,27.7
10-21-2020  08:54:48,54.8,100668.5,27.7
10-21-2020  08:54:49,55.1,100665.3,27.6
10-21-2020  08:54:50,55.2,100663.5,27.6
10-21-2020  08:54:51,178.4,99199.8,27.7
10-21-2020  08:54:52,766.5,92449.4,27.7
10-21-2020  08:54:53,1329.8,86337,27.7
10-21-2020  08:54:54,1832.6,81161.4,27.7
10-21-2020  08:54:55,2173.6,77796.7,27.7
10-21-2020  08:54:56,2105,78464.2,27.7
10-21-2020  08:54:57,2038.6,79115.2,27.7
10-21-2020  08:54:58,1994.8,79546.1,27.7
10-21-2020  08:54:59,1966.6,79825.6,27.7
10-21-2020  08:55:00,1948.4,80006.2,27.7
10-21-2020  08:55:01,1934.9,80140.2,27.7
10-21-2020  08:55:02,1926.5,80223.7,27.7
10-21-2020  08:55:03,1919.9,80289,27.7
10-21-2020  08:55:03,1914.6,80341.6,27.7
10-21-2020  08:55:04,1910.9,80378.3,27.7
10-21-2020  08:55:05,1907.4,80413.4,27.7
10-21-2020  08:55:06,1904.9,80438.2,27.7
10-21-2020  08:55:07,1902.7,80460.6,27.7
10-21-2020  08:55:08,1901.2,80475.4,27.7
10-21-2020  08:55:09,1899.4,80493.1,27.7
10-21-2020  08:55:10,1898.3,80504.4,27.7
10-21-2020  08:55:11,1897,80517.3,27.7
10-21-2020  08:55:12,1896,80526.7,27.7
10-21-2020  08:55:13,1895,80537,27.7
10-21-2020  08:55:14,1893.9,80548,27.7
10-21-2020  08:55:15,1893.1,80556.2,27.7
10-21-2020  08:55:16,1892.2,80564.9,27.7
10-21-2020  08:55:17,1891.7,80570.5,27.7
10-21-2020  08:55:18,1944.2,80047.8,27.7
10-21-2020  08:55:19,2414,75492.7,27.7
10-21-2020  08:55:20,2899.3,71010.6,27.7
10-21-2020  08:55:21,3325.5,67254.6,27.7
10-21-2020  08:55:22,3697.4,64110.5,27.7
10-21-2020  08:55:23,4033.1,61375.1,27.7
10-21-2020  08:55:24,4344.4,58923.8,27.7
10-21-2020  08:55:25,4492.2,57788,27.7
10-21-2020  08:55:26,4418.7,58350.6,27.7
10-21-2020  08:55:27,4374.2,58692.8,27.7
10-21-2020  08:55:27,4346.8,58905,27.7
10-21-2020  08:55:28,4328.9,59043.7,27.7
10-21-2020  08:55:29,4317.6,59131.4,27.7
10-21-2020  08:55:30,4310.4,59187.4,27.7
10-21-2020  08:55:31,4304.1,59236.5,27.7
10-21-2020  08:55:32,4300,59268,27.7
10-21-2020  08:55:33,4296.9,59292.5,27.7
10-21-2020  08:55:34,4294.2,59313.2,27.7
10-21-2020  08:55:35,4292.5,59326.6,27.7
10-21-2020  08:55:36,4291,59338.5,27.7
10-21-2020  08:55:37,4289,59354.1,27.7
10-21-2020  08:55:38,4288.2,59360,27.7
10-21-2020  08:55:39,4286.7,59371.6,27.7
10-21-2020  08:55:40,4286,59377.6,27.7
10-21-2020  08:55:41,4285.1,59383.9,27.7
10-21-2020  08:55:42,4284.4,59389.9,27.7
10-21-2020  08:55:43,4283.9,59393.9,27.7
10-21-2020  08:55:44,4282.7,59402.6,27.7
10-21-2020  08:55:45,4282,59408.4,27.7
10-21-2020  08:55:46,4281.1,59415.3,27.7
10-21-2020  08:55:47,4281,59416,27.7
10-21-2020  08:55:48,4280.4,59420.6,27.7
10-21-2020  08:55:49,4280.6,59419.5,27.7
10-21-2020  08:55:50,4279.6,59427.1,27.7
10-21-2020  08:55:51,4279.8,59425.5,27.7
10-21-2020  08:55:52,4278.2,59438.4,27.7
10-21-2020  08:55:52,4277.8,59441.2,27.7
10-21-2020  08:55:53,4277.5,59443.5,27.7
10-21-2020  08:55:54,4276.8,59448.8,27.7
10-21-2020  08:55:55,4276.2,59453.3,27.7
10-21-2020  08:55:56,4276.1,59454.1,27.7
10-21-2020  08:55:57,4275.3,59460.8,27.7
10-21-2020  08:55:58,4275.2,59461.2,27.7
10-21-2020  08:55:59,4275,59463.2,27.7
10-21-2020  08:56:00,4488.1,57818.8,27.8
10-21-2020  08:56:01,4841.3,55175.7,27.8
10-21-2020  08:56:02,5145.3,52979.4,27.8
10-21-2020  08:56:03,5406.8,51147.4,27.8
10-21-2020  08:56:04,5630.5,49620.8,27.8
10-21-2020  08:56:05,5828,48304.6,27.8
10-21-2020  08:56:06,6004.6,47151.4,27.8
10-21-2020  08:56:07,6162.4,46140,27.8
10-21-2020  08:56:08,6302.3,45257.7,27.8
10-21-2020  08:56:09,6428.9,44471.5,27.8
10-21-2020  08:56:10,6541.5,43781.6,27.8
10-21-2020  08:56:11,6640.7,43180.8,27.8
10-21-2020  08:56:12,6727.8,42659.1,27.8
10-21-2020  08:56:13,6778.7,42356.5,27.8
10-21-2020  08:56:14,6753,42509.1,27.8
10-21-2020  08:56:15,6737.6,42600.7,27.8
10-21-2020  08:56:16,6727.1,42663.1,27.8
10-21-2020  08:56:17,6719.4,42708.8,27.8
10-21-2020  08:56:17,6714.3,42739.5,27.8
10-21-2020  08:56:18,6709.9,42765.8,27.8
10-21-2020  08:56:19,6707,42783.1,27.8
10-21-2020  08:56:20,6704.4,42798.9,27.8
