Offset Frequency (Hz),Phase Noise (dBc/Hz)
+2.91820823764e+001,-1.07908647614e+002
+2.97076444190e+001,-1.08285018794e+002
+3.02426717031e+001,-1.08150482203e+002
+3.07873346955e+001,-1.08316484235e+002
+3.13418069329e+001,-1.08575939325e+002
+3.19062650773e+001,-1.09051593187e+002
+3.24808889724e+001,-1.09056596640e+002
+3.30658617009e+001,-1.09302119907e+002
+3.36613696427e+001,-1.09384585928e+002
+3.42676025343e+001,-1.09614816768e+002
+3.48847535295e+001,-1.09926113228e+002
+3.55130192606e+001,-1.10170651329e+002
+3.61525999011e+001,-1.10531287554e+002
+3.68036992298e+001,-1.10447411990e+002
+3.74665246955e+001,-1.10784799750e+002
+3.81412874828e+001,-1.10796956044e+002
+3.88282025801e+001,-1.10839168050e+002
+3.95274888473e+001,-1.11320876629e+002
+4.02393690862e+001,-1.11006021087e+002
+4.09640701111e+001,-1.11569160888e+002
+4.17018228212e+001,-1.11540309475e+002
+4.24528622739e+001,-1.11790031035e+002
+4.32174277604e+001,-1.11985760094e+002
+4.39957628810e+001,-1.13101417401e+002
+4.47881156235e+001,-1.12360094778e+002
+4.55947384417e+001,-1.12660230529e+002
+4.64158883361e+001,-1.13033404025e+002
+4.72518269359e+001,-1.12949372333e+002
+4.81028205818e+001,-1.13217332032e+002
+4.89691404115e+001,-1.13137272503e+002
+4.98510624459e+001,-1.13803176878e+002
+5.07488676766e+001,-1.13744353172e+002
+5.16628421561e+001,-1.13950496398e+002
+5.25932770886e+001,-1.14278694642e+002
+5.35404689227e+001,-1.14504446796e+002
+5.45047194461e+001,-1.14420604086e+002
+5.54863358815e+001,-1.14662219151e+002
+5.64856309846e+001,-1.14845264587e+002
+5.75029231439e+001,-1.14809872897e+002
+5.85385364818e+001,-1.15165295875e+002
+5.95928009583e+001,-1.09369550930e+002
+6.06660524757e+001,-1.16704058615e+002
+6.17586329859e+001,-1.15743850655e+002
+6.28708905992e+001,-1.15828807678e+002
+6.40031796953e+001,-1.13175600640e+002
+6.51558610364e+001,-1.17222252242e+002
+6.63293018816e+001,-1.16726598590e+002
+6.75238761044e+001,-1.16693358594e+002
+6.87399643118e+001,-1.16655001742e+002
+6.99779539652e+001,-1.16784157261e+002
+7.12382395042e+001,-1.17041380712e+002
+7.25212224722e+001,-1.17283397178e+002
+7.38273116442e+001,-1.17629618353e+002
+7.51569231572e+001,-1.17793183755e+002
+7.65104806427e+001,-1.17878864687e+002
+7.78884153618e+001,-1.18019581696e+002
+7.92911663423e+001,-1.18245946013e+002
+8.07191805189e+001,-1.18376553590e+002
+8.21729128755e+001,-1.18522777794e+002
+8.36528265901e+001,-1.18620415389e+002
+8.51593931825e+001,-1.18619919468e+002
+8.66930926644e+001,-1.18884147813e+002
+8.82544136923e+001,-1.19860174946e+002
+8.98438537235e+001,-1.19807352102e+002
+9.14619191741e+001,-1.19852313978e+002
+9.31091255809e+001,-1.19526961601e+002
+9.47859977652e+001,-1.19729264525e+002
+9.64930700003e+001,-1.19874414858e+002
+9.82308861817e+001,-1.20373700674e+002
+1.00000000000e+002,-1.21023933644e+002
+1.01800975118e+002,-1.20696509246e+002
+1.03634385350e+002,-1.20475432858e+002
+1.05500814844e+002,-1.20284204848e+002
+1.07400858268e+002,-1.20489956010e+002
+1.09335121002e+002,-1.20884642371e+002
+1.11304219327e+002,-1.20931450145e+002
+1.13308780622e+002,-1.20927480230e+002
+1.15349443568e+002,-1.20942887255e+002
+1.17426858345e+002,-1.21213350160e+002
+1.19541686846e+002,-1.21046098432e+002
+1.21694602882e+002,-1.21588025136e+002
+1.23886292399e+002,-1.21803529610e+002
+1.26117453700e+002,-1.21518325784e+002
+1.28388797661e+002,-1.21729298999e+002
+1.30701047961e+002,-1.22096518207e+002
+1.33054941314e+002,-1.22016111648e+002
+1.35451227700e+002,-1.22549733838e+002
+1.37890670608e+002,-1.22280789674e+002
+1.40374047276e+002,-1.23031272066e+002
+1.42902148939e+002,-1.23149229445e+002
+1.45475781085e+002,-1.23206465531e+002
+1.48095763705e+002,-1.23452411259e+002
+1.50762931560e+002,-1.23363000948e+002
+1.53478134445e+002,-1.23468530041e+002
+1.56242237458e+002,-1.23260547964e+002
+1.59056121278e+002,-1.23187030955e+002
+1.61920682446e+002,-1.23935930419e+002
+1.64836833648e+002,-1.24088086412e+002
+1.67805504007e+002,-1.24612609366e+002
+1.70827639381e+002,-1.24679100238e+002
+1.73904202661e+002,-1.24552016996e+002
+1.77036174080e+002,-1.25061788784e+002
+1.80224551525e+002,-1.25020760626e+002
+1.83470350855e+002,-1.25137987534e+002
+1.86774606222e+002,-1.22027711970e+002
+1.90138370407e+002,-1.25045290478e+002
+1.93562715148e+002,-1.25478044775e+002
