Offset Frequency (Hz),Phase Noise (dBc/Hz)
+2.07888017356e+002,+0.00000000000e+000
+2.11632028822e+002,+0.00000000000e+000
+2.15443469003e+002,+0.00000000000e+000
+2.19323552273e+002,+0.00000000000e+000
+2.23273514878e+002,+0.00000000000e+000
+2.27294615326e+002,+0.00000000000e+000
+2.31388134792e+002,+0.00000000000e+000
+2.35555377526e+002,+0.00000000000e+000
+2.39797671264e+002,+0.00000000000e+000
+2.44116367658e+002,+0.00000000000e+000
+2.48512842698e+002,+0.00000000000e+000
+2.52988497160e+002,+0.00000000000e+000
+2.57544757045e+002,+0.00000000000e+000
+2.62183074038e+002,+0.00000000000e+000
+2.66904925965e+002,+0.00000000000e+000
+2.71711817270e+002,+0.00000000000e+000
+2.76605279492e+002,+0.00000000000e+000
+2.81586871751e+002,+0.00000000000e+000
+2.86658181246e+002,+0.00000000000e+000
+2.91820823764e+002,+0.00000000000e+000
+2.97076444190e+002,+0.00000000000e+000
+3.02426717031e+002,+0.00000000000e+000
+3.07873346955e+002,+0.00000000000e+000
+3.13418069329e+002,+0.00000000000e+000
+3.19062650773e+002,+0.00000000000e+000
+3.24808889724e+002,+0.00000000000e+000
+3.30658617009e+002,+0.00000000000e+000
+3.36613696427e+002,+0.00000000000e+000
+3.42676025343e+002,+0.00000000000e+000
+3.48847535295e+002,+0.00000000000e+000
+3.55130192606e+002,+0.00000000000e+000
+3.61525999011e+002,+0.00000000000e+000
+3.68036992298e+002,+0.00000000000e+000
+3.74665246955e+002,+0.00000000000e+000
+3.81412874828e+002,+0.00000000000e+000
+3.88282025801e+002,+0.00000000000e+000
+3.95274888473e+002,+0.00000000000e+000
+4.02393690862e+002,+0.00000000000e+000
+4.09640701111e+002,+0.00000000000e+000
+4.17018228212e+002,+0.00000000000e+000
+4.24528622739e+002,+0.00000000000e+000
+4.32174277604e+002,+0.00000000000e+000
+4.39957628810e+002,+0.00000000000e+000
+4.47881156235e+002,+0.00000000000e+000
+4.55947384417e+002,+0.00000000000e+000
+4.64158883361e+002,+0.00000000000e+000
+4.72518269359e+002,+0.00000000000e+000
+4.81028205818e+002,+0.00000000000e+000
+4.89691404115e+002,+0.00000000000e+000
+4.98510624459e+002,+0.00000000000e+000
+5.07488676766e+002,+0.00000000000e+000
+5.16628421561e+002,+0.00000000000e+000
