Offset Frequency (Hz),Phase Noise (dBc/Hz)
+7.38273116442e+002,-1.33865218654e+002
+7.51569231572e+002,-1.34128885948e+002
+7.65104806427e+002,-1.35385465657e+002
+7.78884153618e+002,-1.32390698873e+002
+7.92911663423e+002,-1.33718775328e+002
+8.07191805189e+002,-1.33431000521e+002
+8.21729128755e+002,-1.35855027250e+002
+8.36528265901e+002,-1.34429002912e+002
+8.51593931825e+002,-1.37134086471e+002
+8.66930926644e+002,-1.33056287700e+002
+8.82544136923e+002,-1.35026880684e+002
+8.98438537235e+002,-1.35964406156e+002
+9.14619191741e+002,-1.37863200773e+002
+9.31091255809e+002,-1.45720939805e+002
+9.47859977652e+002,-1.35464634546e+002
+9.64930700003e+002,-1.35370958880e+002
+9.82308861817e+002,-1.34361876018e+002
+1.00000000000e+003,-1.34495636548e+002
+1.01800975118e+003,-1.37715194719e+002
+1.03634385350e+003,-1.34659234887e+002
+1.05500814844e+003,-1.36769551907e+002
+1.07400858268e+003,-1.37809847598e+002
+1.09335121002e+003,-1.38362527647e+002
+1.11304219327e+003,-1.34752892144e+002
+1.13308780622e+003,-1.32980328976e+002
+1.15349443568e+003,-1.34941496233e+002
+1.17426858345e+003,-1.37209078655e+002
+1.19541686846e+003,-1.36005748832e+002
+1.21694602882e+003,-1.36954025235e+002
+1.23886292399e+003,-1.34256435624e+002
+1.26117453700e+003,-1.37579975164e+002
+1.28388797661e+003,-1.42653490092e+002
+1.30701047961e+003,-1.39436626008e+002
+1.33054941314e+003,-1.39382106966e+002
+1.35451227700e+003,-1.35805124080e+002
+1.37890670608e+003,-1.39863764355e+002
+1.40374047276e+003,-1.37159212210e+002
+1.42902148939e+003,-1.43905785653e+002
+1.45475781085e+003,-1.41599918831e+002
+1.48095763705e+003,-1.43256284125e+002
+1.50762931560e+003,-1.40905289773e+002
+1.53478134445e+003,-1.37977622354e+002
+1.56242237458e+003,-1.36978455177e+002
+1.59056121278e+003,-1.37193517811e+002
+1.61920682446e+003,-1.40638267512e+002
+1.64836833648e+003,-1.40411672610e+002
+1.67805504007e+003,-1.40552632743e+002
+1.70827639381e+003,-1.40470128270e+002
+1.73904202661e+003,-1.39475578508e+002
+1.77036174080e+003,-1.38581354558e+002
+1.80224551525e+003,-1.40674949625e+002
+1.83470350855e+003,-1.39548179323e+002
+1.86774606222e+003,-1.37725436834e+002
+1.90138370407e+003,-1.38022526809e+002
+1.93562715148e+003,-1.39794927941e+002
+1.97048731486e+003,-1.39162496241e+002
+2.00597530110e+003,-1.39049216227e+002
+2.04210241715e+003,-1.38598456621e+002
+2.07888017356e+003,-1.40292305396e+002
+2.11632028822e+003,-1.41024191357e+002
+2.15443469003e+003,-1.41383021776e+002
+2.19323552273e+003,-1.41095924994e+002
+2.23273514878e+003,-1.37952437503e+002
+2.27294615326e+003,-1.38401201484e+002
+2.31388134792e+003,-1.40163899538e+002
+2.35555377526e+003,-1.40491377218e+002
+2.39797671264e+003,-1.42825399519e+002
+2.44116367658e+003,-1.41675559505e+002
+2.48512842698e+003,-1.42576839158e+002
+2.52988497160e+003,-1.42918070935e+002
+2.57544757045e+003,-1.40323234959e+002
+2.62183074038e+003,-1.40350188334e+002
+2.66904925965e+003,-1.41605083228e+002
+2.71711817270e+003,-1.45016312693e+002
+2.76605279492e+003,-1.45669227627e+002
+2.81586871751e+003,-1.42597931898e+002
+2.86658181246e+003,-1.42384245097e+002
+2.91820823764e+003,-1.43118294413e+002
+2.97076444190e+003,-1.49364935010e+002
+3.02426717031e+003,-1.44528633123e+002
+3.07873346955e+003,-1.44366040875e+002
+3.13418069329e+003,-1.44265788405e+002
+3.19062650773e+003,-1.42077406521e+002
+3.24808889724e+003,-1.42770895304e+002
+3.30658617009e+003,-1.41487648170e+002
