Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.35451227700e+002,-1.24675675632e+002
+1.37890670608e+002,-1.25073285496e+002
+1.40374047276e+002,-1.25546441871e+002
+1.42902148939e+002,-1.24792354819e+002
+1.45475781085e+002,-1.25481488860e+002
+1.48095763705e+002,-1.25411175547e+002
+1.50762931560e+002,-1.25301485094e+002
+1.53478134445e+002,-1.25793627180e+002
+1.56242237458e+002,-1.26064940215e+002
+1.59056121278e+002,-1.26403864373e+002
+1.61920682446e+002,-1.25980876918e+002
+1.64836833648e+002,-1.26432835247e+002
+1.67805504007e+002,-1.25801946222e+002
+1.70827639381e+002,-1.26525704410e+002
+1.73904202661e+002,-1.26398126078e+002
+1.77036174080e+002,-1.27571998376e+002
+1.80224551525e+002,-1.26783781806e+002
+1.83470350855e+002,-1.27031166382e+002
+1.86774606222e+002,-1.22497491212e+002
+1.90138370407e+002,-1.27111221637e+002
+1.93562715148e+002,-1.27316104658e+002
+1.97048731486e+002,-1.28261796184e+002
+2.00597530110e+002,-1.28701699535e+002
+2.04210241715e+002,-1.28580059453e+002
+2.07888017356e+002,-1.28603550595e+002
+2.11632028822e+002,-1.29337153151e+002
+2.15443469003e+002,-1.29639620033e+002
+2.19323552273e+002,-1.29597996954e+002
+2.23273514878e+002,-1.29749670329e+002
+2.27294615326e+002,-1.30078941361e+002
+2.31388134792e+002,-1.30149806302e+002
+2.35555377526e+002,-1.30921539270e+002
+2.39797671264e+002,-1.30430157225e+002
+2.44116367658e+002,-1.31179517031e+002
+2.48512842698e+002,-1.30649776274e+002
+2.52988497160e+002,-1.30434735773e+002
+2.57544757045e+002,-1.30448180929e+002
+2.62183074038e+002,-1.30946281204e+002
+2.66904925965e+002,-1.30685661825e+002
+2.71711817270e+002,-1.31422421903e+002
+2.76605279492e+002,-1.30802365650e+002
+2.81586871751e+002,-1.29213794326e+002
+2.86658181246e+002,-1.31536288172e+002
+2.91820823764e+002,-1.31754255659e+002
+2.97076444190e+002,-1.31252569146e+002
+3.02426717031e+002,-1.31454376731e+002
+3.07873346955e+002,-1.32197843333e+002
+3.13418069329e+002,-1.32280310772e+002
+3.19062650773e+002,-1.32231274693e+002
+3.24808889724e+002,-1.31808265383e+002
+3.30658617009e+002,-1.33330178631e+002
+3.36613696427e+002,-1.32617446484e+002
+3.42676025343e+002,-1.32509300976e+002
+3.48847535295e+002,-1.32744937063e+002
+3.55130192606e+002,-1.33055125623e+002
+3.61525999011e+002,-1.32732403232e+002
+3.68036992298e+002,-1.33793974006e+002
+3.74665246955e+002,-1.31461525472e+002
+3.81412874828e+002,-1.33597449600e+002
+3.88282025801e+002,-1.33913818225e+002
+3.95274888473e+002,-1.33925536186e+002
+4.02393690862e+002,-1.33544550981e+002
+4.09640701111e+002,-1.33422468450e+002
+4.17018228212e+002,-1.34335402326e+002
+4.24528622739e+002,-1.33977304439e+002
+4.32174277604e+002,-1.34887755345e+002
+4.39957628810e+002,-1.34794625689e+002
+4.47881156235e+002,-1.34264398710e+002
+4.55947384417e+002,-1.34041916537e+002
+4.64158883361e+002,-1.33950080498e+002
+4.72518269359e+002,-1.33850282664e+002
+4.81028205818e+002,-1.34952109421e+002
+4.89691404115e+002,-1.34568271430e+002
+4.98510624459e+002,-1.35747372392e+002
+5.07488676766e+002,-1.35488158530e+002
+5.16628421561e+002,-1.35088076448e+002
